time,split,cpu_limit,cpu_usage,lat50_ms,lat75_ms,lat95_ms,lat99_ms,min_ms,n,ram_limit_mb,ram_usage_mb
1647639599.0,train,1.5,0.464592,92485.472,92814.532,93169.052,93323.91,91355.735,450.0,3328.0,1283.559424
1647639668.0,train,1.5,0.458982,92271.336,92611.828,93053.7005,93240.8625,91219.839,475.0,3328.0,1289.791488
1647639737.0,train,1.5,0.453372,92057.2,92409.124,92938.349,93157.815,91083.943,500.0,3328.0,1296.023552
1647639806.0,train,4.0,2.02877,0.294,0.336,0.485,3.768,0.187,50.0,2560.0,247.164928
1647639875.0,train,2.5,1.204285,67861.558,68475.336,69166.847,69499.725,63945.774,500.0,3072.0,1437.769728
1647639944.0,train,4.0,1.246894,0.293,0.33,0.424,0.681,0.192,50.0,2560.0,247.72608
1647640013.0,train,2.5,1.204285,67395.014,68167.398,68960.89,69399.588,63514.392,500.0,3072.0,1437.10208
1647640082.0,train,1.5,0.419559,97450.483,97738.808,98072.591,98231.266,96110.833,550.0,3328.0,1286.443008
1647640151.0,train,2.5,1.137707,72302.423,73004.402,73994.571,74581.117,68059.178,550.0,3072.0,1608.040448
1647640220.0,train,4.0,1.613677,0.293,0.365,0.695,1.653,0.178,100.0,2560.0,295.735296
1647640289.0,train,1.5,0.426289,96827.021,97131.647,97541.426,97822.101,95509.051,600.0,3328.0,1737.568256
1647640358.0,train,2.5,1.123452,74121.284,75259.526,76197.059,76513.468,69276.24,550.0,3072.0,1543.110656
1647640427.0,train,1.5,0.448329,95805.187,96081.885,96390.858,96643.303,94900.686,600.0,3328.0,1737.568256
1647640496.0,train,2.5,1.040275,76120.786,76981.165,77756.283,78070.441,71286.643,550.0,3072.0,1611.993088
1647640565.0,train,2.0,0.746823,85539.342,86121.574,86768.972,87021.1995,82325.17,575.0,3200.0,1648.238592
1647640634.0,train,1.5,0.453371,94957.898,95261.983,95781.661,95971.958,93363.697,600.0,3328.0,1684.484096
1647640703.0,train,4.0,1.863248,24.443,38.03,57.224,78.815,0.218,150.0,2560.0,382.38208
1647640772.0,train,3.25,1.448826,41046.3205,41307.3985,41618.4055,41730.315,39810.677500000005,375.0,2816.0,995.264512
1647640841.0,train,2.5,1.034404,82068.198,82576.767,83179.587,83381.815,79621.137,600.0,3072.0,1608.146944
1647640910.0,train,2.5,1.0400375,81243.633,81860.479,82568.5705,82849.54699999999,78465.3955,600.0,3072.0,1623.191552
1647640979.0,train,2.5,1.045671,80419.068,81144.191,81957.554,82317.279,77309.654,600.0,3072.0,1638.23616
1647641048.0,train,3.25,1.6252415,40241.397,40612.923,41034.0925,41225.307,38657.547,400.0,2816.0,1025.773568
1647641117.0,train,4.0,2.204812,63.726,81.655,110.631,133.335,5.44,200.0,2560.0,413.310976
1647641186.0,train,1.5,0.424143,1235.085,1306.749,1395.779,1467.218,1009.942,50.0,3584.0,253.407232
1647641255.0,train,4.0,2.307835,77.165,97.0,139.442,164.112,1.678,200.0,2560.0,436.609024
1647641324.0,train,1.5,0.392491,1071.224,1111.039,1188.768,1251.078,778.761,50.0,3584.0,262.729728
1647641393.0,train,4.0,2.366324,56.737,73.21,100.778,123.171,7.169,200.0,2560.0,409.202688
1647641462.0,train,1.5,0.400392,148.429,160.87,181.896,198.207,77.356,50.0,3584.0,257.671168
1647641531.0,train,4.0,2.530586,112.818,144.479,183.834,225.069,12.392,250.0,2560.0,489.377792
1647641600.0,train,1.5,0.436209,19001.181,19179.355,19450.196,19617.792,17783.281,100.0,3584.0,480.17408
1647641669.0,train,4.0,2.530586,130.66,155.037,189.072,216.534,10.047,250.0,2560.0,489.377792
1647641738.0,train,1.5,0.448018,22542.916,22778.15,23138.632,23334.624,21440.527,100.0,3584.0,458.129408
1647641807.0,train,2.5,0.84814,0.377,0.582,3.269,7.474,0.181,50.0,3328.0,251.342848
