time,cpu_limit,cpu_usage,n,c,ram_limit_mb,ram_usage_mb,lat50_ms,lat66_ms,lat75_ms,lat80_ms,lat90_ms,lat95_ms,lat98_ms,lat99_ms,lat100_ms,t_norm,sin_day,cos_day,sin_hour,cos_hour,is_gap,time_since_last_obs,time_to_next_obs
1647462943.0,1.4,0.18490436842105262,999.9999999999999,22.57894736842105,983.578947368421,49.888202105263154,2131.578947368421,2188.315789473684,2248.052631578947,2266.052631578947,2332.7894736842104,2387.894736842105,2502.4210526315787,2502.736842105263,2503.578947368421,0.320925657486022,-0.7779233803712075,0.6283591443369259,-0.5635260490485057,-0.8260982944200896,1.0,3.0,16.0
1647462947.0,1.4,0.18549715789473684,1000.0,23.105263157894736,970.1052631578948,49.861901473684206,2186.1052631578946,2247.421052631579,2311.7368421052633,2332.736842105263,2401.0526315789475,2458.5263157894738,2573.894736842105,2574.315789473684,2575.1052631578946,0.3209774280389315,-0.777740565199993,0.6285854064822022,-0.5692795231139454,-0.8221440412501686,1.0,4.0,15.0
1647462951.0,1.4,0.18608994736842105,999.9999999999999,23.63157894736842,956.6315789473683,49.83560084210526,2240.6315789473683,2306.5263157894733,2375.4210526315787,2399.4210526315787,2469.315789473684,2529.157894736842,2645.3684210526317,2645.894736842105,2646.6315789473683,0.321029198591841,-0.7775576842103752,0.6288116154504451,-0.5750052520646546,-0.8181497174100001,1.0,5.0,14.0
1647462955.0,1.3999999999999997,0.18668273684210526,999.9999999999999,24.157894736842103,943.157894736842,49.80930021052631,2295.157894736842,2365.6315789473683,2439.1052631578946,2466.1052631578946,2537.578947368421,2599.7894736842104,2716.8421052631575,2717.473684210526,2718.1578947368416,0.3210809691447505,-0.7773747374269724,0.6290377712111935,-0.5807029556881832,-0.8141155183725514,1.0,6.0,13.0
1647462959.0,1.4,0.18727552631578948,1000.0,24.684210526315788,929.6842105263157,49.78299957894736,2349.6842105263154,2424.736842105263,2502.7894736842104,2532.7894736842104,2605.842105263158,2670.4210526315787,2788.315789473684,2789.052631578947,2789.6842105263154,0.32113273969766,-0.7771917248835787,0.6292638737226918,-0.5863723566693396,-0.8100416404938975,1.0,7.0,12.0
1647462963.0,1.4,0.1878683157894737,1000.0,25.210526315789473,916.2105263157895,49.75669894736842,2404.2105263157896,2483.842105263158,2566.4736842105262,2599.4736842105262,2674.1052631578946,2741.0526315789475,2859.7894736842104,2860.6315789473683,2861.2105263157896,0.3211845102505695,-0.7770086465590587,0.6294899230110518,-0.5920131786895229,-0.8059282823290961,1.0,8.0,11.0
1647462967.0,1.4,0.1884611052631579,999.9999999999999,25.736842105263158,902.7368421052631,49.730398315789465,2458.736842105263,2542.9473684210525,2630.157894736842,2666.157894736842,2742.3684210526317,2811.684210526316,2931.2631578947367,2932.210526315789,2932.736842105263,0.321236280803479,-0.7768255024872109,0.6297159190345216,-0.5976251471963856,-0.8017756440791267,1.0,9.0,10.0
1647462971.0,1.4,0.1890538947368421,1000.0,26.263157894736842,889.2631578947368,49.704097684210524,2513.2631578947367,2602.052631578947,2693.842105263158,2732.842105263158,2810.6315789473683,2882.315789473684,3002.736842105263,3003.7894736842104,3004.2631578947367,0.3212880513563885,-0.7766422926926995,0.6299418617626769,-0.6032079875504551,-0.7975839289725752,1.0,10.0,9.0
1647462975.0,1.4,0.18964668421052633,1000.0,26.789473684210527,875.7894736842105,49.677797052631576,2567.7894736842104,2661.157894736842,2757.5263157894738,2799.5263157894738,2878.8947368421054,2952.9473684210525,3074.2105263157896,3075.3684210526317,3075.7894736842104,0.321339821909298,-0.776459017172696,0.6301677511990049,-0.6087614291414563,-0.7933533401893835,1.0,11.0,8.0
1647462979.0,1.4,0.1902394736842105,999.9999999999999,27.31578947368421,862.3157894736842,49.65149642105263,2622.315789473684,2720.2631578947367,2821.210526315789,2866.210526315789,2947.157894736842,3023.578947368421,3145.684210526316,3146.9473684210525,3147.315789473684,0.3213915924622075,-0.7762756759518724,0.6303935873130878,-0.614285200188291,-0.7890840847651354,1.0,12.0,7.0
1647462983.0,1.3999999999999997,0.19083226315789473,999.9999999999999,27.84210526315789,848.8421052631578,49.62519578947367,2676.8421052631575,2779.368421052631,2884.894736842105,2932.894736842105,3015.4210526315787,3094.210526315789,3217.1578947368416,3218.5263157894733,3218.8421052631575,0.321443363015117,-0.7760922690549189,0.6306193700745224,-0.6197790314761196,-0.7847763707850302,1.0,13.0,6.0
1647462987.0,1.4,0.19142505263157894,999.9999999999999,28.36842105263158,835.3684210526316,49.59889515789473,2731.368421052631,2838.4736842105262,2948.578947368421,2999.578947368421,3083.684210526316,3164.842105263158,3288.6315789473683,3290.1052631578946,3290.368421052631,0.3214951335680265,-0.7759087964790045,0.6308450994867939,-0.6252426563396619,-0.7804304073351598,1.0,14.0,5.0
1647462991.0,1.4,0.19201784210526315,1000.0,28.894736842105264,821.8947368421052,49.57259452631579,2785.8947368421054,2897.5789473684213,3012.2631578947367,3066.2631578947367,3151.9473684210525,3235.4736842105262,3360.1052631578946,3361.684210526316,3361.8947368421054,0.321546904120936,-0.7757252582671937,0.6310707754969291,-0.6306758070318775,-0.7760464073911366,1.0,15.0,4.0
1647462995.0,1.4,0.19261063157894737,1000.0,29.421052631578945,808.421052631579,49.546293894736834,2840.4210526315787,2956.6842105263154,3075.9473684210525,3132.9473684210525,3220.210526315789,3306.1052631578946,3431.578947368421,3433.2631578947367,3433.4210526315787,0.3215986746738455,-0.7755416543982906,0.6312963981309908,-0.6360782201982175,-0.7716245834532931,1.0,16.0,3.0
1647462999.0,1.3999999999999997,0.19320342105263155,999.9999999999999,29.947368421052627,794.9473684210525,49.519993263157886,2894.9473684210525,3015.7894736842104,3139.631578947368,3199.631578947368,3288.473684210526,3376.736842105263,3503.052631578947,3504.8421052631575,3504.947368421052,0.321650445226755,-0.7753579849061907,0.6315219673473057,-0.6414496314485829,-0.7671651519161159,1.0,17.0,2.0
1647463003.0,1.4,0.1937962105263158,1000.0,30.473684210526315,781.4736842105262,49.49369263157894,2949.4736842105262,3074.894736842105,3203.315789473684,3266.315789473684,3356.736842105263,3447.368421052631,3574.5263157894733,3576.4210526315787,3576.4736842105262,0.3217022157796645,-0.7751742498156285,0.6317474831155068,-0.6467897793493463,-0.7626683298323222,1.0,18.0,1.0
1647463007.0,1.4,0.194389,1000.0,31.0,768.0,49.467392,3004.0,3134.0,3267.0,3333.0,3425.0,3518.0,3646.0,3648.0,3648.0,0.321753986332574,-0.7749904491237682,0.631972945439075,-0.652098403629237,-0.758134336370673,0.0,0.0,0.0
1647463011.0,1.4,0.1907105,999.9999999999999,31.0,661.3333333333334,49.680384,3003.833333333333,3136.833333333333,3263.4999999999995,3332.4999999999995,3418.833333333333,3497.5,3657.6666666666665,3659.4999999999995,3659.9999999999995,0.3218057568854835,-0.7748065828553519,0.6321983542876498,-0.6573752459043061,-0.7535633922054953,1.0,1.0,5.0
1647463015.0,1.4,0.187032,1000.0,30.999999999999996,554.6666666666666,49.893375999999996,3003.6666666666665,3139.6666666666665,3260.0,3332.0,3412.6666666666665,3476.9999999999995,3669.333333333333,3671.0,3672.0,0.321857527438393,-0.7746226510443436,0.6324237096196134,-0.6626200479360108,-0.7489557210364834,1.0,2.0,4.0
1647463019.0,1.4,0.1833535,1000.0,31.0,448.0,50.106368,3003.5,3142.5,3256.5,3331.5,3406.5,3456.5,3681.0,3682.5,3684.0,0.3219092979913025,-0.7744386536695016,0.6326490114609915,-0.6678325554993993,-0.7443115462057146,1.0,3.0,3.0
1647463023.0,1.4,0.179675,1000.0,30.999999999999996,341.3333333333333,50.319359999999996,3003.333333333333,3145.333333333333,3253.0,3331.0,3400.333333333333,3435.9999999999995,3692.6666666666665,3694.0,3696.0,0.321961068544212,-0.7742545907740038,0.6328742597589033,-0.6730125131535311,-0.7396310953027653,1.0,4.0,2.0
1647463027.0,1.3999999999999997,0.17599649999999997,999.9999999999999,30.999999999999996,234.66666666666666,50.532351999999996,3003.1666666666665,3148.1666666666665,3249.4999999999995,3330.4999999999995,3394.1666666666665,3415.4999999999995,3704.333333333333,3705.4999999999995,3707.9999999999995,0.3220128390971216,-0.7740704623550093,0.6330994545168257,-0.6781596698165773,-0.7349145951974766,1.0,5.0,1.0
1647463031.0,1.4,0.172318,1000.0,31.0,128.0,50.745344,3003.0,3151.0,3246.0,3330.0,3388.0,3395.0,3716.0,3717.0,3720.0,0.3220646096500311,-0.7738862684373042,0.6333245957044339,-0.6832737735901517,-0.7301622767055788,0.0,0.0,0.0
1647463035.0,1.4,0.1780875,1000.0,31.0,576.0,51.417088,3006.0,3117.0,3229.5,3315.0,3372.0,3380.5,3588.5,3589.0,3592.0,0.3221163802029406,-0.7737020090456941,0.6335496832914186,-0.6883545755644729,-0.7253743711349708,1.0,1.0,1.0
1647463039.0,1.4,0.183857,1000.0,31.0,1024.0,52.088832,3009.0,3083.0,3213.0,3300.0,3356.0,3366.0,3461.0,3461.0,3464.0,0.3221681507558501,-0.7735176841773344,0.6337747172812541,-0.6934018281084242,-0.7205511118414123,0.0,0.0,0.0
1647463043.0,1.4,0.193719,1000.0,31.0,640.0,48.832512,3028.0,3077.0,3107.0,3233.0,3348.0,3416.0,3461.0,3463.0,3465.0,0.3222199213087596,-0.7733332938570382,0.6339996976436376,-0.6984152855593115,-0.7156927335785276,0.0,0.0,0.0
1647463047.0,1.4,0.18954605555555554,1000.0,31.555555555555557,654.2222222222223,48.96745244444444,3085.4444444444443,3140.166666666667,3178.333333333333,3299.555555555555,3411.1666666666665,3479.1666666666665,3523.6666666666665,3525.555555555555,3527.5,0.3222716918616691,-0.7731488381188661,0.6342246243370304,-0.7033947025685006,-0.7107994741124747,1.0,1.0,17.0
1647463051.0,1.3999999999999997,0.1853731111111111,999.9999999999999,32.11111111111111,668.4444444444445,49.10239288888889,3142.8888888888887,3203.333333333333,3249.6666666666665,3366.1111111111113,3474.3333333333335,3542.333333333333,3586.333333333333,3588.111111111111,3590.0,0.3223234624145786,-0.772964316941516,0.6344494973874089,-0.708339837774727,-0.7058715706283073,1.0,2.0,16.0
1647463055.0,1.4,0.18120016666666663,999.9999999999999,32.666666666666664,682.6666666666666,49.23733333333333,3200.333333333333,3266.5,3321.0,3432.6666666666665,3537.4999999999995,3605.5,3649.0,3650.6666666666665,3652.4999999999995,0.3223752329674881,-0.772779730359053,0.6346743167532378,-0.7132504491661218,-0.7009092642877005,1.0,3.0,15.0
1647463059.0,1.3999999999999997,0.17702722222222222,999.9999999999999,33.222222222222214,696.8888888888888,49.37227377777777,3257.7777777777774,3329.666666666666,3392.333333333333,3499.2222222222217,3600.666666666666,3668.6666666666665,3711.6666666666665,3713.2222222222217,3714.9999999999995,0.3224270035203976,-0.7725950783963352,0.6348990824042516,-0.718126297737409,-0.695912796618917,1.0,4.0,14.0
1647463063.0,1.4,0.1728542777777778,1000.0,33.77777777777778,711.1111111111111,49.50721422222222,3315.222222222222,3392.8333333333335,3463.6666666666665,3565.777777777778,3663.8333333333335,3731.833333333333,3774.333333333333,3775.777777777778,3777.5,0.3224787740733071,-0.7724103610505123,0.6351237943439194,-0.7229671458466119,-0.6908824111427383,1.0,5.0,13.0
1647463067.0,1.4,0.16868133333333332,1000.0,34.33333333333333,725.3333333333333,49.64215466666667,3372.6666666666665,3455.9999999999995,3534.9999999999995,3632.333333333333,3727.0,3794.9999999999995,3836.9999999999995,3838.333333333333,3840.0,0.3225305446262166,-0.7722255783649411,0.635348452519507,-0.7277727575576267,-0.6858183530330519,1.0,6.0,12.0
1647463071.0,1.3999999999999997,0.16450838888888888,999.9999999999999,34.888888888888886,739.5555555555554,49.77709511111111,3430.111111111111,3519.166666666666,3606.333333333333,3698.8888888888882,3790.166666666666,3858.166666666666,3899.666666666666,3900.8888888888882,3902.5,0.3225823151791261,-0.7720407303182816,0.6355730569569594,-0.7325428986517218,-0.680720869104902,1.0,7.0,11.0
1647463075.0,1.4,0.16033544444444445,1000.0,35.44444444444444,753.7777777777777,49.912035555555555,3487.5555555555557,3582.3333333333335,3677.6666666666665,3765.4444444444443,3853.333333333333,3921.3333333333335,3962.3333333333335,3963.4444444444443,3965.0,0.3226340857320356,-0.7718558169354074,0.6357976076260234,-0.73727733695355,-0.6755902074591382,1.0,8.0,10.0
1647463079.0,1.4,0.1561625,1000.0,36.0,768.0,50.046976,3545.0,3645.5,3749.0,3832.0,3916.5,3984.5,4025.0,4026.0,4027.5,0.3226858562849451,-0.7716708382689766,0.6360221044627733,-0.7419758407694979,-0.670426619186915,1.0,9.0,9.0
1647463083.0,1.4,0.15198955555555554,1000.0,36.55555555555556,782.2222222222223,50.18191644444445,3602.4444444444443,3708.6666666666665,3820.3333333333335,3898.5555555555557,3979.666666666667,4047.6666666666665,4087.6666666666665,4088.5555555555557,4090.0,0.3227376268378546,-0.7714857942883778,0.6362465475043703,-0.746638182354667,-0.6652303545766077,1.0,10.0,8.0
1647463087.0,1.3999999999999997,0.1478166111111111,999.9999999999999,37.11111111111111,796.4444444444443,50.316856888888886,3659.8888888888887,3771.833333333333,3891.666666666666,3965.111111111111,4042.833333333333,4110.833333333333,4150.333333333333,4151.11111111111,4152.499999999999,0.3227893973907641,-0.7713006850277727,0.6364709367093587,-0.7512641335365493,-0.6600016679233301,1.0,11.0,7.0
1647463091.0,1.4,0.14364366666666667,1000.0,37.666666666666664,810.6666666666666,50.45179733333333,3717.333333333333,3834.9999999999995,3962.9999999999995,4031.6666666666665,4106.0,4174.0,4213.0,4213.666666666666,4215.0,0.3228411679436736,-0.7711155105120897,0.6366952720475307,-0.7558534688601187,-0.6547408140723515,1.0,12.0,6.0
