time,cpu_limit,cpu_usage,n,ram_limit_mb,ram_usage_mb,min_ms,lat50_ms,lat75_ms,lat95_ms,lat99_ms,t_norm,sin_day,cos_day,is_gap,time_since_last_obs,time_to_next_obs
1647270725.0,4.0,0.02867141,50.0,1024.0,252.256256,0.2,0.335,0.38,0.473,0.558,0.0,-0.743388079094993,-0.6688603470526986,0.0,0.0,0.0
1647270794.0,3.793370751568057,0.01917395398774413,50.00233699821248,1023.9999999999998,248.43396874289013,-86.92765600472265,-97.40680984841244,-100.56724048431612,-100.88001829025538,-99.54442930725273,7.65872711955273e-05,-0.7467349282096414,-0.6651217535096426,1.0,1.0,1.0
1647270863.0,4.0,0.01608851,50.0,1024.0,254.062592,0.215,0.347,0.392,0.478,0.533,0.000153174542391,-0.7500629756925776,-0.6613664131895388,0.0,0.0,0.0
1647270932.0,4.482134913007865,0.01774112827859702,49.99454700417087,1024.0000000000002,265.9079225332563,203.53714734435283,228.43066464629575,235.95505279673765,236.97682601059586,234.06612671692304,0.0002297618135865,-0.7533721377100168,-0.6575944206897133,1.0,1.0,7.0
1647271001.0,5.102022658303693,0.022457859065364617,49.98753600953343,1024.0000000000005,280.73575710458573,464.9479653585209,521.6784191915333,538.819249249686,541.046230881362,534.3307896386813,0.0003063490847821,-0.7566623309806727,-0.6538058709394517,1.0,2.0,6.0
1647271070.0,5.7219104035995185,0.02856475260213221,49.98052501489597,1024.0000000000002,295.31189247591516,726.3566333726889,814.9244987367705,841.6819207026343,845.115985752128,834.6028275604394,0.0003829363559776,-0.7599334726243109,-0.6500008593726286,1.0,3.0,5.0
1647271139.0,6.2040453166073855,0.03438785913072924,49.97507201906685,1024.0000000000005,306.4021254091715,929.6723307170419,1043.0031383830665,1077.2403984993723,1081.615861762724,1068.1580792773627,0.0004595236271731,-0.7631854802976933,-0.6461794817717282,1.0,4.0,4.0
1647271208.0,6.410674565039327,0.038253228892985096,49.97273502085436,1024.0000000000005,310.77225266628125,1016.8042367217643,1140.7485732314788,1178.192013983688,1182.9756300529793,1168.272383584615,0.0005361108983686,-0.7664182721295548,-0.6423418343420796,1.0,5.0,3.0
1647271277.0,6.204045316607385,0.03848691213072923,49.97507201906684,1024.0000000000005,305.18807100917144,929.6615307170415,1042.9950383830662,1077.2340984993718,1081.625061762724,1068.2215792773623,0.0006126981695642,-0.7696317667043583,-0.6384880137320732,1.0,6.0,2.0
1647271346.0,5.446404739023596,0.03341495908579106,49.983641012512614,1024.0000000000002,286.4153771997687,610.1533920330585,684.5767689388872,707.0639833902127,709.9939280317877,701.281505150769,0.0006892854407597,-0.7728258831390658,-0.6346181169414588,1.0,7.0,1.0
