,real,imaginary,key_subcarriers_16_23,key_antennas_16_23,key_user_position
0,-0.10546875,-0.171875,0,23,[-812 3404  400]
1,-0.10546875,-0.171875,1,23,[-812 3404  400]
2,-0.08984375,-0.1640625,2,23,[-812 3404  400]
3,-0.109375,-0.19921875,3,23,[-812 3404  400]
4,-0.109375,-0.17578125,4,23,[-812 3404  400]
5,-0.10546875,-0.21484375,5,23,[-812 3404  400]
6,-0.109375,-0.2109375,6,23,[-812 3404  400]
7,-0.09765625,-0.22265625,7,23,[-812 3404  400]
8,-0.08984375,-0.2421875,8,23,[-812 3404  400]
9,-0.12109375,-0.23046875,9,23,[-812 3404  400]
10,-0.1171875,-0.23828125,10,23,[-812 3404  400]
11,-0.09765625,-0.25390625,11,23,[-812 3404  400]
12,-0.10546875,-0.26953125,12,23,[-812 3404  400]
13,-0.12109375,-0.27734375,13,23,[-812 3404  400]
14,-0.1171875,-0.28125,14,23,[-812 3404  400]
15,-0.12890625,-0.3046875,15,23,[-812 3404  400]
16,-0.1328125,-0.296875,16,23,[-812 3404  400]
17,-0.1328125,-0.3203125,17,23,[-812 3404  400]
18,-0.1171875,-0.31640625,18,23,[-812 3404  400]
19,-0.13671875,-0.3359375,19,23,[-812 3404  400]
20,-0.14453125,-0.33203125,20,23,[-812 3404  400]
21,-0.14453125,-0.36328125,21,23,[-812 3404  400]
22,-0.14453125,-0.35546875,22,23,[-812 3404  400]
23,-0.15625,-0.375,23,23,[-812 3404  400]
24,-0.14453125,-0.38671875,24,23,[-812 3404  400]
25,-0.15625,-0.375,25,23,[-812 3404  400]
26,-0.171875,-0.37109375,26,23,[-812 3404  400]
27,-0.1484375,-0.390625,27,23,[-812 3404  400]
28,-0.1640625,-0.41015625,28,23,[-812 3404  400]
29,-0.1875,-0.38671875,29,23,[-812 3404  400]
30,-0.18359375,-0.40234375,30,23,[-812 3404  400]
31,-0.1875,-0.41015625,31,23,[-812 3404  400]
32,-0.18359375,-0.4375,32,23,[-812 3404  400]
33,-0.17578125,-0.453125,33,23,[-812 3404  400]
34,-0.18359375,-0.42578125,34,23,[-812 3404  400]
35,-0.19140625,-0.4375,35,23,[-812 3404  400]
36,-0.203125,-0.44921875,36,23,[-812 3404  400]
37,-0.203125,-0.46875,37,23,[-812 3404  400]
38,-0.18359375,-0.45703125,38,23,[-812 3404  400]
39,-0.19140625,-0.46875,39,23,[-812 3404  400]
40,-0.19140625,-0.48046875,40,23,[-812 3404  400]
41,-0.2109375,-0.4765625,41,23,[-812 3404  400]
42,-0.203125,-0.4921875,42,23,[-812 3404  400]
43,-0.17578125,-0.49609375,43,23,[-812 3404  400]
44,-0.17578125,-0.49609375,44,23,[-812 3404  400]
45,-0.19921875,-0.51953125,45,23,[-812 3404  400]
46,-0.1640625,-0.54296875,46,23,[-812 3404  400]
47,-0.171875,-0.546875,47,23,[-812 3404  400]
48,-0.18359375,-0.546875,48,23,[-812 3404  400]
49,-0.1640625,-0.55078125,49,23,[-812 3404  400]
50,-0.17578125,-0.5625,50,23,[-812 3404  400]
51,-0.18359375,-0.5703125,51,23,[-812 3404  400]
52,-0.17578125,-0.57421875,52,23,[-812 3404  400]
53,-0.15625,-0.5859375,53,23,[-812 3404  400]
54,-0.1875,-0.59765625,54,23,[-812 3404  400]
55,-0.19921875,-0.6171875,55,23,[-812 3404  400]
