,real,imaginary,key_subcarriers_218_44,key_antennas_218_44,key_user_position
0,0.84375,0.55859375,0,44,[-812 1780  400]
1,0.890625,0.5234375,1,44,[-812 1780  400]
2,0.9296875,0.484375,2,44,[-812 1780  400]
3,0.9453125,0.46875,3,44,[-812 1780  400]
4,1.0,0.44921875,4,44,[-812 1780  400]
5,1.01171875,0.4375,5,44,[-812 1780  400]
6,1.02734375,0.41015625,6,44,[-812 1780  400]
7,1.05078125,0.36328125,7,44,[-812 1780  400]
8,1.0703125,0.33203125,8,44,[-812 1780  400]
9,1.10546875,0.30859375,9,44,[-812 1780  400]
10,1.09765625,0.3046875,10,44,[-812 1780  400]
11,1.125,0.2421875,11,44,[-812 1780  400]
12,1.1171875,0.2421875,12,44,[-812 1780  400]
13,1.1171875,0.22265625,13,44,[-812 1780  400]
14,1.12109375,0.19140625,14,44,[-812 1780  400]
15,1.109375,0.171875,15,44,[-812 1780  400]
16,1.12109375,0.1484375,16,44,[-812 1780  400]
17,1.1171875,0.14453125,17,44,[-812 1780  400]
18,1.1171875,0.12109375,18,44,[-812 1780  400]
19,1.109375,0.1171875,19,44,[-812 1780  400]
20,1.10546875,0.09765625,20,44,[-812 1780  400]
21,1.08984375,0.09375,21,44,[-812 1780  400]
22,1.08203125,0.078125,22,44,[-812 1780  400]
23,1.078125,0.08203125,23,44,[-812 1780  400]
24,1.05078125,0.078125,24,44,[-812 1780  400]
25,1.03125,0.0703125,25,44,[-812 1780  400]
26,1.0546875,0.0625,26,44,[-812 1780  400]
27,1.02734375,0.0546875,27,44,[-812 1780  400]
28,1.01171875,0.0625,28,44,[-812 1780  400]
29,1.0234375,0.0703125,29,44,[-812 1780  400]
30,0.96484375,0.0703125,30,44,[-812 1780  400]
31,0.9609375,0.06640625,31,44,[-812 1780  400]
32,0.95703125,0.0703125,32,44,[-812 1780  400]
33,0.9296875,0.06640625,33,44,[-812 1780  400]
34,0.9296875,0.09765625,34,44,[-812 1780  400]
35,0.90625,0.09765625,35,44,[-812 1780  400]
36,0.890625,0.10546875,36,44,[-812 1780  400]
37,0.87109375,0.109375,37,44,[-812 1780  400]
38,0.8671875,0.12890625,38,44,[-812 1780  400]
39,0.84375,0.1484375,39,44,[-812 1780  400]
40,0.828125,0.15625,40,44,[-812 1780  400]
41,0.82421875,0.16015625,41,44,[-812 1780  400]
42,0.8125,0.171875,42,44,[-812 1780  400]
43,0.796875,0.1875,43,44,[-812 1780  400]
44,0.77734375,0.21484375,44,44,[-812 1780  400]
45,0.76171875,0.22265625,45,44,[-812 1780  400]
46,0.7578125,0.23828125,46,44,[-812 1780  400]
47,0.7421875,0.2421875,47,44,[-812 1780  400]
48,0.7421875,0.265625,48,44,[-812 1780  400]
49,0.72265625,0.26953125,49,44,[-812 1780  400]
50,0.6796875,0.29296875,50,44,[-812 1780  400]
51,0.703125,0.31640625,51,44,[-812 1780  400]
52,0.66796875,0.31640625,52,44,[-812 1780  400]
53,0.64453125,0.3359375,53,44,[-812 1780  400]
54,0.66796875,0.359375,54,44,[-812 1780  400]
55,0.6171875,0.36328125,55,44,[-812 1780  400]
56,0.59765625,0.36328125,56,44,[-812 1780  400]
57,0.61328125,0.390625,57,44,[-812 1780  400]
58,0.578125,0.40234375,58,44,[-812 1780  400]
59,0.5703125,0.4375,59,44,[-812 1780  400]
60,0.5703125,0.44921875,60,44,[-812 1780  400]
61,0.546875,0.44921875,61,44,[-812 1780  400]
62,0.53125,0.453125,62,44,[-812 1780  400]
63,0.5078125,0.4765625,63,44,[-812 1780  400]
64,0.49609375,0.46484375,64,44,[-812 1780  400]
65,0.4921875,0.48046875,65,44,[-812 1780  400]
66,0.4765625,0.49609375,66,44,[-812 1780  400]
67,0.44140625,0.5078125,67,44,[-812 1780  400]
68,0.44921875,0.5234375,68,44,[-812 1780  400]
69,0.41796875,0.55078125,69,44,[-812 1780  400]
70,0.3828125,0.5703125,70,44,[-812 1780  400]
71,0.390625,0.546875,71,44,[-812 1780  400]
72,0.37109375,0.5703125,72,44,[-812 1780  400]
73,0.34765625,0.5703125,73,44,[-812 1780  400]
74,0.32421875,0.578125,74,44,[-812 1780  400]
75,0.30859375,0.5859375,75,44,[-812 1780  400]
76,0.3046875,0.578125,76,44,[-812 1780  400]
77,0.26953125,0.58984375,77,44,[-812 1780  400]
78,0.23828125,0.6015625,78,44,[-812 1780  400]
79,0.2265625,0.6015625,79,44,[-812 1780  400]
80,0.22265625,0.609375,80,44,[-812 1780  400]
81,0.17578125,0.6171875,81,44,[-812 1780  400]
82,0.16015625,0.63671875,82,44,[-812 1780  400]
83,0.1484375,0.63671875,83,44,[-812 1780  400]
84,0.109375,0.640625,84,44,[-812 1780  400]
85,0.08984375,0.6171875,85,44,[-812 1780  400]
86,0.06640625,0.640625,86,44,[-812 1780  400]
87,0.05078125,0.61328125,87,44,[-812 1780  400]
88,0.0390625,0.63671875,88,44,[-812 1780  400]
89,-0.00390625,0.64453125,89,44,[-812 1780  400]
90,-0.0234375,0.640625,90,44,[-812 1780  400]
91,-0.02734375,0.65625,91,44,[-812 1780  400]
92,-0.06640625,0.65234375,92,44,[-812 1780  400]
93,-0.078125,0.65234375,93,44,[-812 1780  400]
94,-0.109375,0.67578125,94,44,[-812 1780  400]
95,-0.13671875,0.66796875,95,44,[-812 1780  400]
96,-0.14453125,0.67578125,96,44,[-812 1780  400]
97,-0.16015625,0.65625,97,44,[-812 1780  400]
98,-0.171875,0.65625,98,44,[-812 1780  400]
99,-0.203125,0.69140625,99,44,[-812 1780  400]
