,real,imaginary,key_subcarriers_164_17,key_antennas_164_17,key_user_position
0,0.3984375,-0.109375,0,17,[-812 3404  400]
1,0.3828125,-0.1484375,1,17,[-812 3404  400]
2,0.38671875,-0.14453125,2,17,[-812 3404  400]
3,0.40234375,-0.16015625,3,17,[-812 3404  400]
4,0.390625,-0.21484375,4,17,[-812 3404  400]
5,0.40234375,-0.21484375,5,17,[-812 3404  400]
6,0.3984375,-0.23046875,6,17,[-812 3404  400]
7,0.40234375,-0.2578125,7,17,[-812 3404  400]
8,0.390625,-0.26953125,8,17,[-812 3404  400]
9,0.3984375,-0.2890625,9,17,[-812 3404  400]
10,0.38671875,-0.2890625,10,17,[-812 3404  400]
11,0.38671875,-0.34375,11,17,[-812 3404  400]
12,0.359375,-0.3359375,12,17,[-812 3404  400]
13,0.38671875,-0.35546875,13,17,[-812 3404  400]
14,0.36328125,-0.35546875,14,17,[-812 3404  400]
15,0.359375,-0.390625,15,17,[-812 3404  400]
16,0.34375,-0.38671875,16,17,[-812 3404  400]
17,0.3359375,-0.390625,17,17,[-812 3404  400]
18,0.33203125,-0.38671875,18,17,[-812 3404  400]
19,0.3359375,-0.40234375,19,17,[-812 3404  400]
20,0.30859375,-0.41796875,20,17,[-812 3404  400]
21,0.32421875,-0.4140625,21,17,[-812 3404  400]
22,0.296875,-0.4296875,22,17,[-812 3404  400]
23,0.3203125,-0.44140625,23,17,[-812 3404  400]
24,0.296875,-0.4296875,24,17,[-812 3404  400]
25,0.3203125,-0.4296875,25,17,[-812 3404  400]
26,0.27734375,-0.46484375,26,17,[-812 3404  400]
27,0.2890625,-0.453125,27,17,[-812 3404  400]
28,0.2890625,-0.4296875,28,17,[-812 3404  400]
29,0.26953125,-0.46875,29,17,[-812 3404  400]
30,0.26953125,-0.44921875,30,17,[-812 3404  400]
31,0.265625,-0.44140625,31,17,[-812 3404  400]
32,0.265625,-0.44140625,32,17,[-812 3404  400]
33,0.2578125,-0.42578125,33,17,[-812 3404  400]
34,0.26953125,-0.42578125,34,17,[-812 3404  400]
35,0.25390625,-0.44140625,35,17,[-812 3404  400]
36,0.265625,-0.44140625,36,17,[-812 3404  400]
37,0.27734375,-0.4296875,37,17,[-812 3404  400]
38,0.26953125,-0.4140625,38,17,[-812 3404  400]
39,0.26953125,-0.42578125,39,17,[-812 3404  400]
40,0.28125,-0.4140625,40,17,[-812 3404  400]
41,0.27734375,-0.41796875,41,17,[-812 3404  400]
42,0.2890625,-0.3984375,42,17,[-812 3404  400]
43,0.265625,-0.41015625,43,17,[-812 3404  400]
44,0.30859375,-0.3984375,44,17,[-812 3404  400]
45,0.3046875,-0.3828125,45,17,[-812 3404  400]
46,0.29296875,-0.37109375,46,17,[-812 3404  400]
47,0.30859375,-0.38671875,47,17,[-812 3404  400]
48,0.3203125,-0.38671875,48,17,[-812 3404  400]
49,0.33203125,-0.375,49,17,[-812 3404  400]
50,0.34765625,-0.359375,50,17,[-812 3404  400]
51,0.3359375,-0.390625,51,17,[-812 3404  400]
52,0.3359375,-0.37109375,52,17,[-812 3404  400]
53,0.359375,-0.37109375,53,17,[-812 3404  400]
54,0.3828125,-0.3828125,54,17,[-812 3404  400]
55,0.390625,-0.37109375,55,17,[-812 3404  400]
56,0.390625,-0.359375,56,17,[-812 3404  400]
57,0.40234375,-0.37109375,57,17,[-812 3404  400]
58,0.4140625,-0.359375,58,17,[-812 3404  400]
59,0.41796875,-0.36328125,59,17,[-812 3404  400]
60,0.4296875,-0.36328125,60,17,[-812 3404  400]
61,0.44921875,-0.359375,61,17,[-812 3404  400]
62,0.45703125,-0.359375,62,17,[-812 3404  400]
63,0.46875,-0.34765625,63,17,[-812 3404  400]
64,0.46484375,-0.375,64,17,[-812 3404  400]
65,0.50390625,-0.3828125,65,17,[-812 3404  400]
66,0.49609375,-0.36328125,66,17,[-812 3404  400]
67,0.5078125,-0.35546875,67,17,[-812 3404  400]
68,0.49609375,-0.36328125,68,17,[-812 3404  400]
69,0.54296875,-0.36328125,69,17,[-812 3404  400]
70,0.53125,-0.36328125,70,17,[-812 3404  400]
71,0.53515625,-0.3359375,71,17,[-812 3404  400]
72,0.51953125,-0.36328125,72,17,[-812 3404  400]
73,0.55859375,-0.37109375,73,17,[-812 3404  400]
74,0.55078125,-0.38671875,74,17,[-812 3404  400]
75,0.5625,-0.35546875,75,17,[-812 3404  400]
76,0.578125,-0.3828125,76,17,[-812 3404  400]
77,0.57421875,-0.36328125,77,17,[-812 3404  400]
78,0.5703125,-0.3828125,78,17,[-812 3404  400]
79,0.58984375,-0.359375,79,17,[-812 3404  400]
80,0.6015625,-0.359375,80,17,[-812 3404  400]
81,0.609375,-0.375,81,17,[-812 3404  400]
82,0.609375,-0.36328125,82,17,[-812 3404  400]
83,0.61328125,-0.359375,83,17,[-812 3404  400]
84,0.59765625,-0.35546875,84,17,[-812 3404  400]
85,0.61328125,-0.3828125,85,17,[-812 3404  400]
86,0.63671875,-0.34765625,86,17,[-812 3404  400]
87,0.62890625,-0.35546875,87,17,[-812 3404  400]
88,0.65234375,-0.36328125,88,17,[-812 3404  400]
89,0.63671875,-0.3828125,89,17,[-812 3404  400]
90,0.65234375,-0.35546875,90,17,[-812 3404  400]
91,0.66796875,-0.37109375,91,17,[-812 3404  400]
92,0.6640625,-0.34375,92,17,[-812 3404  400]
93,0.640625,-0.3984375,93,17,[-812 3404  400]
94,0.67578125,-0.36328125,94,17,[-812 3404  400]
95,0.65234375,-0.36328125,95,17,[-812 3404  400]
96,0.65625,-0.37109375,96,17,[-812 3404  400]
97,0.6640625,-0.3984375,97,17,[-812 3404  400]
98,0.63671875,-0.37109375,98,17,[-812 3404  400]
99,0.640625,-0.41796875,99,17,[-812 3404  400]
