,real,imaginary,key_subcarriers_51_16,key_antennas_51_16,key_user_position
0,-0.2265625,-0.10546875,0,16,[-812 3404  400]
1,-0.2578125,-0.08203125,1,16,[-812 3404  400]
2,-0.25,-0.08203125,2,16,[-812 3404  400]
3,-0.25,-0.0703125,3,16,[-812 3404  400]
4,-0.29296875,-0.05078125,4,16,[-812 3404  400]
5,-0.296875,-0.0234375,5,16,[-812 3404  400]
6,-0.296875,-0.03125,6,16,[-812 3404  400]
7,-0.31640625,-0.00390625,7,16,[-812 3404  400]
8,-0.34765625,-0.00390625,8,16,[-812 3404  400]
9,-0.34375,0.0,9,16,[-812 3404  400]
10,-0.32421875,0.015625,10,16,[-812 3404  400]
11,-0.34375,0.03125,11,16,[-812 3404  400]
12,-0.35546875,0.04296875,12,16,[-812 3404  400]
13,-0.34375,0.0546875,13,16,[-812 3404  400]
14,-0.3359375,0.0625,14,16,[-812 3404  400]
15,-0.35546875,0.078125,15,16,[-812 3404  400]
16,-0.359375,0.08203125,16,16,[-812 3404  400]
17,-0.3359375,0.09375,17,16,[-812 3404  400]
18,-0.35546875,0.09765625,18,16,[-812 3404  400]
19,-0.35546875,0.109375,19,16,[-812 3404  400]
20,-0.37109375,0.12890625,20,16,[-812 3404  400]
21,-0.34765625,0.12890625,21,16,[-812 3404  400]
22,-0.33203125,0.14453125,22,16,[-812 3404  400]
23,-0.359375,0.13671875,23,16,[-812 3404  400]
24,-0.34375,0.15625,24,16,[-812 3404  400]
25,-0.32421875,0.1484375,25,16,[-812 3404  400]
26,-0.34765625,0.1484375,26,16,[-812 3404  400]
27,-0.34765625,0.171875,27,16,[-812 3404  400]
28,-0.34765625,0.171875,28,16,[-812 3404  400]
29,-0.35546875,0.17578125,29,16,[-812 3404  400]
30,-0.3203125,0.1640625,30,16,[-812 3404  400]
31,-0.32421875,0.171875,31,16,[-812 3404  400]
32,-0.34765625,0.171875,32,16,[-812 3404  400]
33,-0.32421875,0.19140625,33,16,[-812 3404  400]
34,-0.3203125,0.17578125,34,16,[-812 3404  400]
35,-0.32421875,0.203125,35,16,[-812 3404  400]
36,-0.32421875,0.18359375,36,16,[-812 3404  400]
37,-0.3203125,0.17578125,37,16,[-812 3404  400]
38,-0.296875,0.17578125,38,16,[-812 3404  400]
39,-0.30859375,0.1875,39,16,[-812 3404  400]
40,-0.3203125,0.19921875,40,16,[-812 3404  400]
41,-0.31640625,0.203125,41,16,[-812 3404  400]
42,-0.2890625,0.17578125,42,16,[-812 3404  400]
43,-0.29296875,0.19140625,43,16,[-812 3404  400]
44,-0.29296875,0.18359375,44,16,[-812 3404  400]
45,-0.27734375,0.19921875,45,16,[-812 3404  400]
46,-0.27734375,0.19921875,46,16,[-812 3404  400]
47,-0.27734375,0.1875,47,16,[-812 3404  400]
48,-0.27734375,0.1640625,48,16,[-812 3404  400]
49,-0.2578125,0.171875,49,16,[-812 3404  400]
50,-0.2421875,0.17578125,50,16,[-812 3404  400]
51,-0.27734375,0.1640625,51,16,[-812 3404  400]
52,-0.2421875,0.1640625,52,16,[-812 3404  400]
53,-0.2265625,0.16015625,53,16,[-812 3404  400]
54,-0.23828125,0.13671875,54,16,[-812 3404  400]
55,-0.2421875,0.1328125,55,16,[-812 3404  400]
56,-0.2265625,0.12890625,56,16,[-812 3404  400]
57,-0.22265625,0.09765625,57,16,[-812 3404  400]
58,-0.22265625,0.09765625,58,16,[-812 3404  400]
59,-0.21484375,0.09375,59,16,[-812 3404  400]
60,-0.22265625,0.08984375,60,16,[-812 3404  400]
61,-0.2109375,0.0546875,61,16,[-812 3404  400]
