,real,imaginary,key_subcarriers_8_54,key_antennas_8_54,key_user_position
0,0.16015625,0.890625,0,54,[-812 3404  400]
1,0.203125,0.90234375,1,54,[-812 3404  400]
2,0.23046875,0.9296875,2,54,[-812 3404  400]
3,0.2578125,0.91015625,3,54,[-812 3404  400]
4,0.30859375,0.91796875,4,54,[-812 3404  400]
5,0.33203125,0.91796875,5,54,[-812 3404  400]
6,0.359375,0.91015625,6,54,[-812 3404  400]
7,0.41015625,0.90625,7,54,[-812 3404  400]
8,0.42578125,0.91015625,8,54,[-812 3404  400]
9,0.44140625,0.91796875,9,54,[-812 3404  400]
10,0.44140625,0.91796875,10,54,[-812 3404  400]
11,0.49609375,0.89453125,11,54,[-812 3404  400]
12,0.4921875,0.90234375,12,54,[-812 3404  400]
13,0.515625,0.890625,13,54,[-812 3404  400]
14,0.515625,0.87890625,14,54,[-812 3404  400]
15,0.546875,0.87890625,15,54,[-812 3404  400]
16,0.55078125,0.86328125,16,54,[-812 3404  400]
17,0.5703125,0.8671875,17,54,[-812 3404  400]
18,0.5703125,0.85546875,18,54,[-812 3404  400]
19,0.5859375,0.86328125,19,54,[-812 3404  400]
20,0.6171875,0.8515625,20,54,[-812 3404  400]
21,0.6015625,0.87890625,21,54,[-812 3404  400]
22,0.6171875,0.87109375,22,54,[-812 3404  400]
23,0.62890625,0.87109375,23,54,[-812 3404  400]
24,0.63671875,0.85546875,24,54,[-812 3404  400]
25,0.65625,0.85546875,25,54,[-812 3404  400]
26,0.65625,0.85546875,26,54,[-812 3404  400]
27,0.6640625,0.8515625,27,54,[-812 3404  400]
28,0.67578125,0.8515625,28,54,[-812 3404  400]
29,0.6953125,0.86328125,29,54,[-812 3404  400]
30,0.703125,0.84375,30,54,[-812 3404  400]
31,0.68359375,0.8515625,31,54,[-812 3404  400]
32,0.7109375,0.85546875,32,54,[-812 3404  400]
33,0.71875,0.8515625,33,54,[-812 3404  400]
34,0.70703125,0.8515625,34,54,[-812 3404  400]
35,0.71875,0.83984375,35,54,[-812 3404  400]
36,0.74609375,0.84375,36,54,[-812 3404  400]
37,0.7421875,0.8515625,37,54,[-812 3404  400]
38,0.7421875,0.83984375,38,54,[-812 3404  400]
39,0.73046875,0.828125,39,54,[-812 3404  400]
40,0.7578125,0.82421875,40,54,[-812 3404  400]
41,0.7421875,0.81640625,41,54,[-812 3404  400]
42,0.73046875,0.81640625,42,54,[-812 3404  400]
43,0.73046875,0.796875,43,54,[-812 3404  400]
44,0.75,0.796875,44,54,[-812 3404  400]
45,0.734375,0.7890625,45,54,[-812 3404  400]
46,0.71875,0.8046875,46,54,[-812 3404  400]
47,0.70703125,0.7734375,47,54,[-812 3404  400]
48,0.72265625,0.77734375,48,54,[-812 3404  400]
49,0.7109375,0.77734375,49,54,[-812 3404  400]
50,0.6953125,0.7734375,50,54,[-812 3404  400]
51,0.6953125,0.76171875,51,54,[-812 3404  400]
52,0.67578125,0.7421875,52,54,[-812 3404  400]
53,0.69140625,0.734375,53,54,[-812 3404  400]
54,0.66796875,0.76953125,54,54,[-812 3404  400]
55,0.65625,0.734375,55,54,[-812 3404  400]
56,0.64453125,0.734375,56,54,[-812 3404  400]
57,0.640625,0.75,57,54,[-812 3404  400]
58,0.61328125,0.734375,58,54,[-812 3404  400]
59,0.6015625,0.734375,59,54,[-812 3404  400]
60,0.59765625,0.73046875,60,54,[-812 3404  400]
61,0.58984375,0.734375,61,54,[-812 3404  400]
62,0.5703125,0.74609375,62,54,[-812 3404  400]
63,0.55078125,0.73046875,63,54,[-812 3404  400]
64,0.54296875,0.71875,64,54,[-812 3404  400]
65,0.53515625,0.7109375,65,54,[-812 3404  400]
66,0.5078125,0.73046875,66,54,[-812 3404  400]
67,0.484375,0.7421875,67,54,[-812 3404  400]
68,0.4765625,0.71875,68,54,[-812 3404  400]
69,0.453125,0.7421875,69,54,[-812 3404  400]
70,0.453125,0.71875,70,54,[-812 3404  400]
71,0.41796875,0.7421875,71,54,[-812 3404  400]
72,0.4140625,0.734375,72,54,[-812 3404  400]
73,0.38671875,0.73046875,73,54,[-812 3404  400]
74,0.3828125,0.72265625,74,54,[-812 3404  400]
75,0.35546875,0.7421875,75,54,[-812 3404  400]
76,0.37109375,0.74609375,76,54,[-812 3404  400]
77,0.3359375,0.734375,77,54,[-812 3404  400]
78,0.33203125,0.7421875,78,54,[-812 3404  400]
79,0.30859375,0.75,79,54,[-812 3404  400]
80,0.296875,0.75,80,54,[-812 3404  400]
81,0.27734375,0.75,81,54,[-812 3404  400]
82,0.26953125,0.7578125,82,54,[-812 3404  400]
83,0.2578125,0.74609375,83,54,[-812 3404  400]
84,0.23828125,0.74609375,84,54,[-812 3404  400]
85,0.2265625,0.76953125,85,54,[-812 3404  400]
86,0.2109375,0.7734375,86,54,[-812 3404  400]
87,0.1640625,0.76171875,87,54,[-812 3404  400]
88,0.1640625,0.76171875,88,54,[-812 3404  400]
89,0.1640625,0.76171875,89,54,[-812 3404  400]
90,0.16015625,0.7578125,90,54,[-812 3404  400]
91,0.16015625,0.76953125,91,54,[-812 3404  400]
92,0.1484375,0.7578125,92,54,[-812 3404  400]
93,0.14453125,0.75,93,54,[-812 3404  400]
94,0.09765625,0.7734375,94,54,[-812 3404  400]
95,0.09765625,0.75,95,54,[-812 3404  400]
96,0.09765625,0.76171875,96,54,[-812 3404  400]
97,0.08984375,0.7734375,97,54,[-812 3404  400]
98,0.08203125,0.7578125,98,54,[-812 3404  400]
99,0.109375,0.7734375,99,54,[-812 3404  400]
