,real,imaginary,key_subcarriers_82_15,key_antennas_82_15,key_user_position
0,0.265625,-0.33203125,0,15,[ 732 3404  400]
1,0.2578125,-0.359375,1,15,[ 732 3404  400]
2,0.25,-0.37109375,2,15,[ 732 3404  400]
3,0.23828125,-0.3828125,3,15,[ 732 3404  400]
4,0.23046875,-0.38671875,4,15,[ 732 3404  400]
5,0.22265625,-0.3984375,5,15,[ 732 3404  400]
6,0.19921875,-0.3984375,6,15,[ 732 3404  400]
7,0.1875,-0.41796875,7,15,[ 732 3404  400]
8,0.171875,-0.4375,8,15,[ 732 3404  400]
9,0.1640625,-0.4296875,9,15,[ 732 3404  400]
10,0.171875,-0.44921875,10,15,[ 732 3404  400]
11,0.14453125,-0.453125,11,15,[ 732 3404  400]
12,0.14453125,-0.4765625,12,15,[ 732 3404  400]
13,0.1484375,-0.45703125,13,15,[ 732 3404  400]
14,0.12890625,-0.45703125,14,15,[ 732 3404  400]
15,0.12109375,-0.453125,15,15,[ 732 3404  400]
16,0.109375,-0.46484375,16,15,[ 732 3404  400]
17,0.09375,-0.45703125,17,15,[ 732 3404  400]
18,0.109375,-0.4765625,18,15,[ 732 3404  400]
19,0.1171875,-0.48046875,19,15,[ 732 3404  400]
20,0.09375,-0.48046875,20,15,[ 732 3404  400]
21,0.08984375,-0.484375,21,15,[ 732 3404  400]
22,0.10546875,-0.50390625,22,15,[ 732 3404  400]
23,0.08203125,-0.4921875,23,15,[ 732 3404  400]
24,0.08203125,-0.4921875,24,15,[ 732 3404  400]
25,0.08984375,-0.49609375,25,15,[ 732 3404  400]
26,0.06640625,-0.484375,26,15,[ 732 3404  400]
27,0.08203125,-0.4921875,27,15,[ 732 3404  400]
28,0.078125,-0.5078125,28,15,[ 732 3404  400]
29,0.0703125,-0.4921875,29,15,[ 732 3404  400]
30,0.078125,-0.49609375,30,15,[ 732 3404  400]
31,0.078125,-0.49609375,31,15,[ 732 3404  400]
32,0.08203125,-0.515625,32,15,[ 732 3404  400]
33,0.0703125,-0.50390625,33,15,[ 732 3404  400]
34,0.08203125,-0.50390625,34,15,[ 732 3404  400]
35,0.078125,-0.51953125,35,15,[ 732 3404  400]
36,0.08203125,-0.50390625,36,15,[ 732 3404  400]
37,0.0703125,-0.515625,37,15,[ 732 3404  400]
38,0.10546875,-0.515625,38,15,[ 732 3404  400]
39,0.09375,-0.50390625,39,15,[ 732 3404  400]
40,0.109375,-0.51953125,40,15,[ 732 3404  400]
41,0.09375,-0.515625,41,15,[ 732 3404  400]
42,0.09765625,-0.53125,42,15,[ 732 3404  400]
43,0.1171875,-0.5234375,43,15,[ 732 3404  400]
44,0.1328125,-0.51953125,44,15,[ 732 3404  400]
45,0.12890625,-0.53515625,45,15,[ 732 3404  400]
46,0.12890625,-0.546875,46,15,[ 732 3404  400]
47,0.13671875,-0.546875,47,15,[ 732 3404  400]
48,0.14453125,-0.55078125,48,15,[ 732 3404  400]
49,0.16015625,-0.546875,49,15,[ 732 3404  400]
50,0.15625,-0.5625,50,15,[ 732 3404  400]
51,0.1484375,-0.5703125,51,15,[ 732 3404  400]
52,0.1640625,-0.5625,52,15,[ 732 3404  400]
53,0.18359375,-0.578125,53,15,[ 732 3404  400]
54,0.18359375,-0.5703125,54,15,[ 732 3404  400]
55,0.171875,-0.578125,55,15,[ 732 3404  400]
56,0.19140625,-0.6015625,56,15,[ 732 3404  400]
57,0.18359375,-0.6015625,57,15,[ 732 3404  400]
58,0.19140625,-0.61328125,58,15,[ 732 3404  400]
59,0.19140625,-0.61328125,59,15,[ 732 3404  400]
60,0.22265625,-0.6171875,60,15,[ 732 3404  400]
61,0.203125,-0.63671875,61,15,[ 732 3404  400]
62,0.21484375,-0.64453125,62,15,[ 732 3404  400]
63,0.23828125,-0.66796875,63,15,[ 732 3404  400]
64,0.2421875,-0.65234375,64,15,[ 732 3404  400]
65,0.22265625,-0.67578125,65,15,[ 732 3404  400]
66,0.23046875,-0.67578125,66,15,[ 732 3404  400]
67,0.25390625,-0.6953125,67,15,[ 732 3404  400]
68,0.23828125,-0.7109375,68,15,[ 732 3404  400]
69,0.25,-0.703125,69,15,[ 732 3404  400]
70,0.23828125,-0.7109375,70,15,[ 732 3404  400]
71,0.2421875,-0.7421875,71,15,[ 732 3404  400]
72,0.2578125,-0.74609375,72,15,[ 732 3404  400]
73,0.26953125,-0.76953125,73,15,[ 732 3404  400]
74,0.28125,-0.7578125,74,15,[ 732 3404  400]
75,0.26953125,-0.77734375,75,15,[ 732 3404  400]
76,0.2421875,-0.796875,76,15,[ 732 3404  400]
77,0.265625,-0.796875,77,15,[ 732 3404  400]
78,0.25390625,-0.8046875,78,15,[ 732 3404  400]
79,0.25390625,-0.81640625,79,15,[ 732 3404  400]
80,0.25390625,-0.83984375,80,15,[ 732 3404  400]
81,0.2578125,-0.8359375,81,15,[ 732 3404  400]
82,0.2578125,-0.8359375,82,15,[ 732 3404  400]
83,0.2421875,-0.8515625,83,15,[ 732 3404  400]
84,0.23828125,-0.8671875,84,15,[ 732 3404  400]
85,0.2421875,-0.8515625,85,15,[ 732 3404  400]
86,0.2421875,-0.8828125,86,15,[ 732 3404  400]
87,0.22265625,-0.8828125,87,15,[ 732 3404  400]
88,0.22265625,-0.89453125,88,15,[ 732 3404  400]
89,0.2109375,-0.8828125,89,15,[ 732 3404  400]
90,0.2109375,-0.90625,90,15,[ 732 3404  400]
91,0.1875,-0.91796875,91,15,[ 732 3404  400]
92,0.19140625,-0.91015625,92,15,[ 732 3404  400]
93,0.18359375,-0.93359375,93,15,[ 732 3404  400]
94,0.171875,-0.921875,94,15,[ 732 3404  400]
95,0.15625,-0.9375,95,15,[ 732 3404  400]
96,0.13671875,-0.9453125,96,15,[ 732 3404  400]
97,0.1328125,-0.9296875,97,15,[ 732 3404  400]
98,0.1171875,-0.9453125,98,15,[ 732 3404  400]
99,0.08984375,-0.9375,99,15,[ 732 3404  400]
