c,cpu_limit,cpu_usage,lat100_ms,lat50_ms,lat66_ms,lat75_ms,lat80_ms,lat90_ms,lat95_ms,lat98_ms,lat99_ms,n,ram_limit_mb,ram_usage_mb,t_norm,sin_day,cos_day,is_gap,time_since_last_obs,time_to_next_obs
11.0,2.0,0.01858906,3671.999,2973.0,3058.0,3119.0,3160.9995,3274.0,3363.0005,3459.001,3559.001,1000.0,896.0,34.725887,0.038994133,-0.08143116,-0.99667895,0.0,0.0,0.0
11.0,2.0,0.01840957,3566.0,2962.9995,3038.0,3098.0005,3127.0005,3222.001,3330.0005,3428.0,3474.0,1000.0,768.0,34.504704,0.03913487,-0.08346044,-0.9965111,0.0,0.0,0.0
11.0,2.0,0.0179974,3666.0,2970.0,3053.9995,3110.0,3164.0,3278.001,3384.0,3487.001,3547.0,1000.0,128.0,35.59424,0.039190162,-0.084257565,-0.996444,0.0,0.0,0.0
11.0,2.0,0.01952164,3704.999,2990.9995,3074.0,3124.0,3176.999,3279.0005,3366.9995,3469.001,3557.999,1000.0,1024.0,34.31219,0.039195187,-0.08433003,-0.9964379,0.0,0.0,0.0
11.0,2.0,0.01840763,3530.0,2948.0005,3020.0,3074.0,3099.0005,3182.0,3242.0,3312.0,3363.0,1000.0,384.0,34.328575,0.03926053,-0.08527201,-0.9963577,0.0,0.0,0.0
11.0,2.0,0.01904453,3479.001,2992.0,3061.0005,3104.0,3128.0,3196.0,3248.0,3296.0,3318.0,1000.0,640.0,34.123775,0.039496765,-0.08867699,-0.99606043,0.0,0.0,0.0
11.0,2.0,0.01866727,3455.001,2974.0,3056.0,3106.0,3140.0005,3208.0005,3258.0,3323.0,3358.0,1000.0,256.0,34.430977,0.039577186,-0.089835905,-0.9959566,0.0,0.0,0.0
21.0,2.0,0.01962136,6631.0,5706.0005,5861.0,5946.0005,6003.0,6184.0,6267.0,6354.0,6389.0,1000.0,512.0,34.18112,0.04040653,-0.10177977,-0.99480695,0.0,0.0,0.0
21.0,2.0,0.01997139,6679.0005,5707.0005,5880.0,5988.0,6052.0,6184.9995,6270.0,6395.0,6476.0,1000.0,896.0,34.279423,0.04042161,-0.1019968,-0.9947847,0.0,0.0,0.0
21.0,2.0,0.01982808,6670.0,5724.0,5867.0,5960.0,6015.0,6158.9995,6254.9995,6339.0005,6449.0,1000.0,768.0,35.96288,0.040562343,-0.10402218,-0.99457496,0.0,0.0,0.0
21.0,2.0,0.01926164,6581.0,5657.0,5824.0,5931.0,6004.0,6144.0,6265.0,6346.0,6431.0,1000.0,128.0,35.659775,0.04060758,-0.10467311,-0.99450666,0.0,0.0,0.0
21.0,2.0,0.01952164,6519.0,5693.0,5821.0005,5911.0,5962.0,6082.0005,6187.0005,6277.0,6341.0,1000.0,1024.0,33.84525,0.04061261,-0.10474543,-0.9944991,0.0,0.0,0.0
21.0,2.0,0.01924912,6603.0005,5720.0,5842.0,5937.0,5986.0,6113.0,6261.0,6407.0,6502.0,1000.0,384.0,35.745792,0.040688,-0.1058302,-0.9943842,0.0,0.0,0.0
21.0,2.0,0.01924802,6571.0005,5668.0,5783.0,5870.0005,5922.0,6061.0,6192.9995,6314.0,6381.0005,1000.0,640.0,35.201023,0.040914185,-0.10908374,-0.99403256,0.0,0.0,0.0
21.0,2.0,0.01971616,6657.0005,5710.0005,5846.0,5935.0,6011.0,6200.9995,6313.0,6413.0,6505.0,1000.0,256.0,35.51232,0.041004658,-0.11038484,-0.9938889,0.0,0.0,0.0
31.0,2.0,0.01962136,9906.0,8434.0,8681.0,8845.0,8945.0,9198.0,9379.0,9533.0,9638.0,1000.0,512.0,36.114433,0.041834,-0.12230241,-0.99249285,0.0,0.0,0.0
31.0,2.0,0.01925336,9963.0,8556.0,8778.0,8914.0,8990.0,9201.0,9374.0,9590.0,9669.0,1000.0,896.0,36.06528,0.04185913,-0.12266328,-0.99244833,0.0,0.0,0.0
31.0,2.0,0.01932438,10045.0,8477.0,8707.0,8880.0,8955.0,9199.0,9390.0,9549.0,9672.0,1000.0,768.0,34.422783,0.041994844,-0.12461171,-0.99220556,0.0,0.0,0.0
31.0,2.0,0.01994646,9821.0,8478.0,8729.0,8889.0,8975.0,9201.0,9392.0,9515.0,9618.0,1000.0,128.0,35.483646,0.042045105,-0.12533323,-0.9921147,0.0,0.0,0.0
31.0,2.0,0.01986378,9937.0,8535.0,8755.0,8910.0,8983.0,9183.0,9345.0,9452.0,9587.0,1000.0,1024.0,35.110912,0.04205516,-0.12547752,-0.9920965,0.0,0.0,0.0
31.0,2.0,0.01982083,9883.0,8495.0,8729.0,8889.0,8986.0,9194.0,9348.0,9548.0,9627.0,1000.0,384.0,35.016705,0.042125527,-0.12648752,-0.9919682,0.0,0.0,0.0
31.0,2.0,0.01996752,9730.0,8428.0,8603.0,8741.0,8830.0,9094.0,9262.0,9396.0,9505.0,1000.0,640.0,34.627583,0.04233663,-0.12951672,-0.9915772,0.0,0.0,0.0
31.0,2.0,0.01971616,9950.0,8550.0,8807.0,8960.0,9030.0,9223.0,9388.0,9514.0,9655.0,1000.0,256.0,36.032513,0.04244721,-0.13110296,-0.9913688,0.0,0.0,0.0
41.0,2.0,0.01964637,13103.0,11289.0,11580.0,11794.0,11920.0,12225.0,12425.0,12712.0,12853.0,1000.0,512.0,35.36896,0.043281578,-0.14306079,-0.9897139,0.0,0.0,0.0
41.0,2.0,0.01997842,13201.0,11297.0,11547.0,11785.0,11958.0,12243.0,12448.0,12619.0,12803.0,1000.0,896.0,35.23379,0.043311737,-0.14349262,-0.9896514,0.0,0.0,0.0
41.0,2.0,0.01972986,13242.0,11308.0,11601.0,11836.0,12002.0,12276.0,12499.0,12684.0,12848.0,1000.0,768.0,35.340286,0.04344242,-0.14536357,-0.98937833,0.0,0.0,0.0
41.0,2.0,0.01929134,13046.0,11136.0,11389.0,11618.0,11827.0,12237.0,12480.0,12711.0,12812.0,1000.0,128.0,36.429825,0.043477606,-0.1458672,-0.9893042,0.0,0.0,0.0
41.0,2.0,0.01931533,13664.0,11397.0,11645.0,11802.0,11927.0,12226.0,12419.0,12536.0,12696.0,1000.0,1024.0,35.4304,0.043512788,-0.14637078,-0.9892298,0.0,0.0,0.0
41.0,2.0,0.01969428,13220.0,11103.0,11329.0,11611.0,11818.0,12203.0,12445.0,12625.0,12772.0,1000.0,384.0,36.765697,0.043553,-0.14694628,-0.9891445,0.0,0.0,0.0
41.0,2.0,0.019261781,13045.0,11247.0,11446.0,11612.0,11722.0,11999.0,12251.0,12447.0,12618.0,1000.0,640.0,35.188736,0.043774158,-0.15011056,-0.9886692,0.0,0.0,0.0
41.0,2.0,0.01997245,13388.0,11311.0,11551.0,11718.0,11805.0,12129.0,12321.0,12584.0,12642.0,1000.0,256.0,36.696064,0.04389479,-0.15183587,-0.9884057,0.0,0.0,0.0
51.0,2.0,0.01954718,16705.0,14125.0,14438.0,14686.0,14847.0,15306.0,15658.0,16099.0,16233.0,1000.0,512.0,36.634624,0.04473921,-0.1638999,-0.98647696,0.0,0.0,0.0
51.0,2.0,0.0199805,16550.0,14319.0,14668.0,14900.0,15033.0,15425.0,15766.0,16012.0,16187.0,1000.0,896.0,36.79437,0.044789474,-0.16461724,-0.9863575,0.0,0.0,0.0
51.0,2.0,0.0199917,16657.0,14449.0,14824.0,15088.0,15280.0,15625.0,15916.0,16139.0,16262.0,1000.0,768.0,36.91315,0.04493021,-0.16662534,-0.98602027,0.0,0.0,0.0
51.0,2.0,0.01976693,16709.0,14336.0,14769.0,15002.0,15199.0,15600.0,15910.0,16200.0,16369.0,1000.0,128.0,37.34733,0.044955343,-0.16698386,-0.98595965,0.0,0.0,0.0
51.0,2.0,0.01986948,16779.0,14500.0,14815.0,15054.0,15203.0,15618.0,15882.0,16105.0,16315.0,1000.0,1024.0,36.18816,0.045005605,-0.16770081,-0.98583794,0.0,0.0,0.0
51.0,2.0,0.01950416,16454.0,14280.0,14704.0,14953.0,15104.0,15508.0,15790.0,16043.0,16146.0,1000.0,384.0,37.51936,0.045030735,-0.16805927,-0.9857769,0.0,0.0,0.0
51.0,2.0,0.01999102,22525.0,14826.0,15381.0,15846.0,16336.0,20321.0,21217.0,21986.0,22197.0,1000.0,640.0,35.89325,0.045387603,-0.17314683,-0.984896,0.0,0.0,0.0
51.0,2.0,0.0199868,28275.0,14962.0,15777.0,17117.0,18490.0,20090.0,24785.0,27173.0,27410.998,1000.0,256.0,38.047745,0.045568552,-0.17572469,-0.9844394,0.0,0.0,0.0
1.0,1.9,2.3999251e-05,210.0,139.99902,150.99902,155.99902,159.0,169.0,174.99902,187.00098,194.0,100.0,1024.0,22.867968,0.045839973,-0.17958921,-0.9837417,0.0,0.0,0.0
1.0,1.9,1.6220845e-05,210.0,150.0,158.0,160.0,164.0,176.0,186.0,188.0,194.0,100.0,896.0,22.867968,0.045845,-0.17966075,-0.98372865,0.0,0.0,0.0
11.0,1.9,0.0014126291,3155.0,2911.0,2951.9995,3006.9995,3024.0,3064.0005,3087.0,3144.0,3155.0,100.0,640.0,25.94816,0.046025947,-0.18223552,-0.9832549,0.0,0.0,0.0
11.0,1.9,0.0013611307,3276.0,2928.0005,3022.001,3071.0,3084.0,3156.0,3211.0,3271.0,3276.0,100.0,384.0,25.202686,0.046030972,-0.18230703,-0.9832417,0.0,0.0,0.0
21.0,1.9,0.0028313193,6700.0,6183.0,6240.0,6312.9995,6368.0,6499.9995,6581.0,6632.0,6700.0,100.0,512.0,28.024832,0.04622197,-0.18502346,-0.9827341,0.0,0.0,0.0
21.0,1.9,0.0027391706,6874.0,6091.0,6214.0,6289.0,6352.0,6579.0,6601.0,6709.0,6874.0,100.0,640.0,27.754496,0.046226997,-0.18509492,-0.9827207,0.0,0.0,0.0
21.0,1.9,0.0029240092,6798.0,6119.0,6245.0,6328.0,6377.0,6491.9995,6598.0,6785.0005,6798.0,100.0,896.0,26.41101,0.046232026,-0.18516639,-0.9827072,0.0,0.0,0.0
31.0,1.9,0.0045724995,9787.0,8663.0,8786.0,8864.0,8926.0,9090.0,9387.0,9668.0,9787.0,100.0,256.0,29.171713,0.04641297,-0.18773848,-0.98221904,0.0,0.0,0.0
31.0,1.9,0.00456485,9828.0,8602.0,8758.0,8814.0,8898.0,9075.0,9361.0,9672.0,9828.0,100.0,128.0,29.048832,0.046418,-0.1878099,-0.9822054,0.0,0.0,0.0
31.0,1.9,0.004666589,9417.0,8527.0,8770.0,8876.0,8905.0,9059.0,9195.0,9306.0,9417.0,100.0,896.0,29.0816,0.046423025,-0.18788132,-0.98219174,0.0,0.0,0.0
41.0,1.9,0.0072771497,12204.0,11094.0,11356.0,11425.0,11488.0,11691.0,11845.0,12094.0,12204.0,100.0,128.0,30.703615,0.04660397,-0.19045205,-0.9816965,0.0,0.0,0.0
41.0,1.9,0.00720642,12473.0,11532.0,11742.0,11824.0,11900.0,11997.0,12022.0,12146.0,12473.0,100.0,384.0,30.068735,0.046614025,-0.19059484,-0.9816688,0.0,0.0,0.0
41.0,1.9,0.0063497704,12739.0,11384.0,11593.0,11735.0,11825.0,11967.0,12275.0,12374.0,12739.0,100.0,896.0,27.2384,0.04661905,-0.19066623,-0.98165494,0.0,0.0,0.0
51.0,1.9,0.00851134,15643.0,13978.0,14278.0,14346.0,14379.0,14699.0,14902.0,15378.0,15643.0,100.0,128.0,31.137793,0.046794973,-0.19316418,-0.9811664,0.0,0.0,0.0
51.0,1.9,0.00843724,16266.0,13882.0,14293.0,14577.0,14900.0,15585.0,16075.0,16212.0,16266.0,100.0,640.0,30.314495,0.0468,-0.19323553,-0.9811524,0.0,0.0,0.0
51.0,1.9,0.00852411,15442.0,14576.0,14715.0,14807.0,14852.0,14968.0,15092.0,15336.0,15442.0,100.0,384.0,31.399937,0.04681508,-0.19344959,-0.9811102,0.0,0.0,0.0
1.0,1.9,0.01036014,221.0,150.0,157.0,160.0,162.99902,171.0,176.0,189.0,214.0,200.0,128.0,31.318016,0.046996024,-0.19601746,-0.9806004,0.0,0.0,0.0
1.0,1.9,0.01035542,233.0,150.0,155.00098,160.0,164.0,173.0,182.99902,198.0,211.0,200.0,1024.0,31.916033,0.04700105,-0.19608876,-0.9805862,0.0,0.0,0.0
1.0,1.9,0.01015986,302.99902,150.0,157.0,161.0,164.0,178.0,188.0,209.0,219.0,200.0,640.0,29.290497,0.047006078,-0.19616008,-0.98057187,0.0,0.0,0.0
1.0,1.9,0.01030248,268.99902,150.0,155.00098,160.0,162.0,175.0,184.0,199.0,224.0,200.0,896.0,31.363071,0.047011103,-0.19623138,-0.9805576,0.0,0.0,0.0
11.0,1.9,0.01227243,3796.0,3024.0005,3085.0,3112.001,3141.0,3217.0,3506.9995,3610.999,3728.0,200.0,128.0,29.741056,0.047322735,-0.20065048,-0.9796629,0.0,0.0,0.0
11.0,1.9,0.01226414,3610.0,2996.0,3061.9995,3096.0,3121.0,3195.0,3284.0005,3403.0,3491.001,200.0,512.0,29.216768,0.04732776,-0.20072173,-0.9796483,0.0,0.0,0.0
11.0,1.9,0.01211299,3448.0,3014.0005,3076.0,3105.0,3129.0005,3218.0005,3304.0,3379.0,3403.0,200.0,640.0,29.425665,0.047332786,-0.20079297,-0.9796337,0.0,0.0,0.0
11.0,1.9,0.01268803,3525.0,3009.0,3061.9995,3102.0,3123.0,3217.0,3284.0005,3343.0,3369.0,200.0,384.0,31.281153,0.047337815,-0.20086421,-0.9796191,0.0,0.0,0.0
21.0,1.9,0.01378523,6742.0,5822.0,5950.0,6028.0,6063.0005,6250.0,6369.0,6463.0,6696.0,200.0,768.0,30.773249,0.047654472,-0.20535019,-0.97868854,0.0,0.0,0.0
21.0,1.9,0.01397177,6722.0,5768.0,5903.0,5985.0,6068.0005,6254.0,6410.0,6510.0,6626.0,200.0,1024.0,31.461376,0.047659498,-0.20542137,-0.97867364,0.0,0.0,0.0
21.0,1.9,0.0138982,6887.0,5798.0,5887.0,5985.0,6050.0,6258.0,6444.0,6556.0,6855.0,200.0,640.0,29.949951,0.047664523,-0.20549254,-0.9786587,0.0,0.0,0.0
21.0,1.9,0.0136563,6696.0,5844.0,5965.0,6098.0,6158.0,6304.0,6472.0,6616.0,6686.9995,200.0,384.0,30.1056,0.047674578,-0.20563488,-0.97862875,0.0,0.0,0.0
31.0,1.9,0.01444354,10509.0,8722.0,9251.0,9556.0,9645.0,9866.0,9977.0,10248.0,10368.0,200.0,128.0,30.57664,0.04799626,-0.21018738,-0.97766113,0.0,0.0,0.0
31.0,1.9,0.014541,10754.0,8846.0,9123.0,9427.0,9530.0,9770.0,10195.0,10447.0,10598.0,200.0,512.0,31.096832,0.048001286,-0.21025847,-0.9776458,0.0,0.0,0.0
31.0,1.9,0.01451973,10436.0,8810.0,9114.0,9328.0,9444.0,9793.0,10048.0,10139.0,10435.0,200.0,640.0,30.855167,0.048006315,-0.21032958,-0.97763056,0.0,0.0,0.0
31.0,1.9,0.01408982,10255.0,8700.0,8981.0,9168.0,9279.0,9597.0,9909.0,10142.0,10159.0,200.0,896.0,31.195135,0.04801134,-0.21040067,-0.97761524,0.0,0.0,0.0
31.0,1.9,0.01448986,10595.0,8895.0,9128.0,9245.0,9407.0,9702.0,9910.0,10108.0,10424.0,200.0,384.0,30.789633,0.04802139,-0.21054286,-0.9775846,0.0,0.0,0.0
41.0,1.9,0.01451535,12923.0,11673.0,11899.0,12038.0,12095.0,12358.0,12669.0,12833.0,12888.0,200.0,128.0,31.522816,0.048333023,-0.2149484,-0.9766254,0.0,0.0,0.0
41.0,1.9,0.0145752,13211.0,11612.0,11899.0,12009.0,12101.0,12497.0,12788.0,13097.0,13207.0,200.0,1024.0,31.653889,0.04833805,-0.21501942,-0.97660977,0.0,0.0,0.0
41.0,1.9,0.01463871,13092.0,11638.0,11895.0,12048.0,12140.0,12352.0,12535.0,12758.0,13004.0,200.0,640.0,31.358976,0.048343077,-0.21509044,-0.97659415,0.0,0.0,0.0
41.0,1.9,0.01461696,12612.0,11496.0,11717.0,11801.0,11891.0,12189.0,12290.0,12456.0,12590.0,200.0,896.0,32.354305,0.048348103,-0.21516146,-0.9765785,0.0,0.0,0.0
41.0,1.9,0.01460445,12658.0,11617.0,11784.0,11899.0,11958.0,12120.0,12263.0,12411.0,12526.0,200.0,384.0,31.653889,0.048358154,-0.2153035,-0.9765472,0.0,0.0,0.0
51.0,1.9,0.01607529,17582.0,15582.0,15916.0,16144.0,16278.0,16595.0,16940.0,17059.0,17355.0,200.0,128.0,33.742847,0.04868989,-0.2199881,-0.97550255,0.0,0.0,0.0
51.0,1.9,0.01619665,17625.0,15562.0,15775.0,15985.0,16106.0,16560.0,16729.0,17259.0,17415.0,200.0,1024.0,32.821247,0.048694916,-0.22005902,-0.9754866,0.0,0.0,0.0
51.0,1.9,0.0162981,17622.0,15254.0,15580.0,15818.0,15903.0,16239.0,16756.0,17038.0,17114.0,200.0,896.0,32.821247,0.048699945,-0.22012997,-0.97547054,0.0,0.0,0.0
51.0,1.9,0.0164983,17076.0,15131.0,15429.0,15598.0,15748.0,16078.0,16348.0,16863.0,16978.0,200.0,384.0,32.4608,0.04871502,-0.22034277,-0.9754225,0.0,0.0,0.0
1.0,1.9,0.01621436,210.0,130.0,144.00098,150.0,153.0,163.0,172.0,185.0,194.0,300.0,768.0,33.05472,0.04893618,-0.22346278,-0.9747125,0.0,0.0,0.0
1.0,1.9,0.01619665,210.0,132.99902,145.0,150.99902,155.0,168.0,178.0,190.0,194.0,300.0,1024.0,32.37069,0.048941206,-0.22353366,-0.9746962,0.0,0.0,0.0
1.0,1.9,0.01606644,210.0,136.0,145.0,152.00098,155.0,164.0,173.0,192.00098,199.99902,300.0,512.0,33.079296,0.048946235,-0.22360453,-0.97467995,0.0,0.0,0.0
1.0,1.9,0.0162981,210.0,136.0,146.99902,150.99902,154.00098,163.0,172.0,185.0,194.0,300.0,896.0,32.821247,0.04895126,-0.22367541,-0.9746637,0.0,0.0,0.0
1.0,1.9,0.0164983,218.0,140.99902,146.99902,150.0,153.0,163.0,172.0,185.0,194.0,300.0,384.0,32.4608,0.04897639,-0.2240298,-0.9745823,0.0,0.0,0.0
11.0,1.9,0.01617699,3534.0,3119.9995,3189.9995,3236.001,3272.001,3335.0,3391.001,3439.001,3500.0,300.0,128.0,30.650368,0.04941368,-0.23019128,-0.9731454,0.0,0.0,0.0
11.0,1.9,0.01569834,3787.0,3148.0,3208.001,3281.0,3309.001,3396.0005,3485.001,3598.9995,3766.0005,300.0,768.0,32.641026,0.049418706,-0.23026204,-0.9731287,0.0,0.0,0.0
11.0,1.9,0.01603026,3589.0,3132.9995,3209.9995,3254.0,3282.0,3349.0005,3423.0005,3472.0,3512.0,300.0,640.0,31.612928,0.049423732,-0.2303328,-0.9731119,0.0,0.0,0.0
11.0,1.9,0.01582791,3493.0,3094.0005,3189.0,3221.9995,3269.0,3335.0,3390.0,3457.0,3476.0,300.0,256.0,30.22848,0.04942876,-0.23040359,-0.9730952,0.0,0.0,0.0
11.0,1.9,0.01574223,4112.0,3154.0,3237.001,3295.0005,3330.001,3418.0005,3585.0,3967.0005,4032.0,300.0,384.0,30.695423,0.049463943,-0.2308989,-0.97297776,0.0,0.0,0.0
21.0,1.9,0.01543118,6552.0,5727.0,5810.0,5881.0005,5917.0005,6008.0,6087.0,6277.0,6415.0005,300.0,128.0,31.162369,0.0498761,-0.23669684,-0.97158355,0.0,0.0,0.0
21.0,1.9,0.01518334,6958.0,5761.0,5871.0,5927.0,5971.0,6100.0,6177.0,6465.0,6679.0,300.0,768.0,31.817728,0.049881127,-0.23676749,-0.9715663,0.0,0.0,0.0
21.0,1.9,0.0151958,6402.0,5766.9995,5866.0,5911.0,5937.0,6065.0,6099.0005,6219.0,6300.0,300.0,1024.0,31.363071,0.049886156,-0.23683815,-0.9715491,0.0,0.0,0.0
21.0,1.9,0.01522245,6548.0,5688.0,5789.0,5849.0,5895.0,6026.0,6185.0,6323.0,6355.0005,300.0,896.0,31.195135,0.04989118,-0.2369088,-0.97153187,0.0,0.0,0.0
21.0,1.9,0.01526329,6504.0,5772.0,5891.0,5948.0,6009.0,6128.0,6241.9995,6311.0,6434.0,300.0,640.0,31.490047,0.049896207,-0.23697945,-0.97151464,0.0,0.0,0.0
21.0,1.9,0.01552814,8844.0,5769.0,5905.0005,5985.0,6057.0,6271.0,8384.0,8777.0,8826.0,300.0,384.0,31.301632,0.049941443,-0.23761526,-0.9713594,0.0,0.0,0.0
31.0,1.9,0.016724,10839.0,8880.0,9310.0,9512.0,9629.0,10168.0,10391.0,10680.0,10707.0,300.0,128.0,33.04243,0.050363652,-0.24354447,-0.9698897,0.0,0.0,0.0
31.0,1.9,0.01704122,10587.0,8873.0,9303.0,9584.0,9715.0,9898.0,10110.0,10409.0,10507.0,300.0,768.0,32.423935,0.05036868,-0.24361502,-0.969872,0.0,0.0,0.0
31.0,1.9,0.01669146,10810.0,8841.0,9328.0,9589.0,9638.0,9816.0,9951.0,10138.0,10238.0,300.0,512.0,32.0512,0.050373707,-0.24368554,-0.9698543,0.0,0.0,0.0
31.0,1.9,0.01679858,10833.0,8828.0,9256.0,9502.0,9602.0,9931.0,10131.0,10364.0,10671.0,300.0,640.0,31.830015,0.050383758,-0.2438266,-0.96981883,0.0,0.0,0.0
31.0,1.9,0.01561866,11033.0,8883.0,9244.0,9485.0,9616.0,9950.0,10265.0,10882.0,10994.0,300.0,384.0,31.875072,0.05043905,-0.24460232,-0.9696235,0.0,0.0,0.0
41.0,1.9,0.01687485,13218.0,11773.0,12004.0,12249.0,12395.0,12704.0,12908.0,13109.0,13192.0,300.0,128.0,32.526337,0.050851207,-0.25038,-0.96814764,0.0,0.0,0.0
41.0,1.9,0.01704122,13487.0,11788.0,12161.0,12319.0,12426.0,12702.0,12961.0,13104.0,13117.0,300.0,768.0,32.78848,0.050861258,-0.25052083,-0.9681112,0.0,0.0,0.0
41.0,1.9,0.01692089,13689.0,11778.0,12204.0,12447.0,12550.0,12914.0,13083.0,13284.0,13350.0,300.0,1024.0,32.93184,0.050866283,-0.25059122,-0.968093,0.0,0.0,0.0
41.0,1.9,0.0169449,13571.0,11752.0,12195.0,12434.0,12589.0,12999.0,13179.0,13390.0,13475.0,300.0,896.0,32.768,0.050871313,-0.2506616,-0.96807474,0.0,0.0,0.0
41.0,1.9,0.01711434,13914.0,11879.0,12196.0,12547.0,12716.0,13019.0,13305.0,13554.0,13593.0,300.0,640.0,33.521664,0.05088639,-0.25087282,-0.9680201,0.0,0.0,0.0
41.0,1.9,0.01756682,17003.0,12207.0,12652.0,12887.0,13127.0,15813.0,16222.0,16497.0,16695.0,300.0,384.0,32.673794,0.05095173,-0.25178784,-0.96778244,0.0,0.0,0.0
51.0,1.9,0.01737414,16833.0,14499.0,14716.0,14946.0,15091.0,15690.0,15864.0,16205.0,16711.0,300.0,128.0,33.959934,0.051333733,-0.2571328,-0.96637607,0.0,0.0,0.0
51.0,1.9,0.01712072,16337.0,14610.0,14997.0,15147.0,15223.0,15612.0,15939.0,16174.0,16254.0,300.0,768.0,34.091007,0.051343784,-0.25727335,-0.9663387,0.0,0.0,0.0
51.0,1.9,0.01688265,16158.0,14324.0,14537.0,14671.0,14713.0,15029.0,15234.0,15653.0,15825.0,300.0,1024.0,34.02547,0.051348813,-0.25734362,-0.96632,0.0,0.0,0.0
51.0,1.9,0.01750432,16868.0,14428.0,14730.0,14951.0,15099.0,15463.0,15679.0,16150.0,16352.0,300.0,512.0,34.476032,0.05135384,-0.2574139,-0.96630126,0.0,0.0,0.0
51.0,1.9,0.01740979,15986.0,14735.0,14977.0,15089.0,15156.0,15306.0,15519.0,15717.001,15854.001,300.0,640.0,33.73875,0.05137897,-0.25776523,-0.96620756,0.0,0.0,0.0
51.0,1.9,0.0175165,17406.0,14752.0,14981.0,15306.0,15514.0,15842.0,16139.0,16586.0,17206.0,300.0,384.0,33.509377,0.051449336,-0.2587488,-0.96594465,0.0,0.0,0.0
1.0,1.9,0.01722484,226.0,147.0,156.00098,161.0,164.0,173.0,182.0,190.0,219.0,400.0,128.0,31.080448,0.05167552,-0.26190844,-0.9650927,0.0,0.0,0.0
1.0,1.9,0.01754572,243.0,146.0,153.0,155.99902,158.00098,165.00098,172.0,190.0,216.0,400.0,256.0,33.144833,0.051680546,-0.26197863,-0.96507365,0.0,0.0,0.0
1.0,1.9,0.01734984,234.0,147.0,157.0,163.0,166.0,176.0,184.0,199.99902,210.00098,400.0,768.0,31.00672,0.051685575,-0.2620488,-0.96505463,0.0,0.0,0.0
1.0,1.9,0.01759333,275.0,149.0,156.00098,162.00098,165.0,176.0,192.0,204.0,211.0,400.0,1024.0,33.206272,0.0516906,-0.262119,-0.96503556,0.0,0.0,0.0
1.0,1.9,0.01755066,210.0,145.0,154.0,159.0,162.0,170.0,179.0,191.0,201.0,400.0,896.0,33.746944,0.051695626,-0.26218918,-0.9650165,0.0,0.0,0.0
1.0,1.9,0.01757829,229.0,148.0,155.00098,161.0,165.0,176.0,182.0,195.0,205.0,400.0,640.0,33.468414,0.051720757,-0.26254004,-0.9649211,0.0,0.0,0.0
1.0,1.9,0.0175165,280.99902,138.00098,149.99902,155.99902,158.00098,167.0,174.99902,185.0,194.0,400.0,384.0,33.50528,0.051771022,-0.26324168,-0.9647299,0.0,0.0,0.0
11.0,1.9,0.01595587,3496.0,2944.0,2995.0,3031.0,3072.9995,3172.9995,3287.001,3402.0,3435.001,400.0,128.0,31.711231,0.052268628,-0.27018037,-0.96280974,0.0,0.0,0.0
11.0,1.9,0.0161018,3521.0,2974.0,3033.9995,3082.0,3110.0,3200.001,3299.0,3381.0,3431.0,400.0,256.0,33.374207,0.05227868,-0.2703204,-0.9627704,0.0,0.0,0.0
11.0,1.9,0.01618948,3510.0,2971.0,3020.0,3063.0,3091.0,3168.001,3233.0005,3376.001,3439.0,400.0,768.0,31.789057,0.052283704,-0.27039042,-0.96275073,0.0,0.0,0.0
11.0,1.9,0.01625626,3776.0,2975.9995,3018.0,3052.0005,3084.0,3145.9995,3315.9995,3478.0,3542.001,400.0,512.0,33.685505,0.05229376,-0.27053043,-0.9627114,0.0,0.0,0.0
11.0,1.9,0.01625511,3784.001,2998.0005,3043.0005,3091.0,3109.0005,3198.0,3384.0,3563.001,3602.0,400.0,896.0,31.707136,0.052298784,-0.27060044,-0.9626917,0.0,0.0,0.0
11.0,1.9,0.01560777,4113.0005,2983.0,3037.0,3086.0,3121.0,3316.0005,3589.0005,3884.001,3926.999,400.0,640.0,32.075775,0.052323915,-0.27095047,-0.9625933,0.0,0.0,0.0
11.0,1.9,0.01544177,4056.001,2983.0,3044.0005,3149.0005,3267.0,3520.0005,3893.0,3960.0,4003.0,400.0,384.0,33.726463,0.05238423,-0.2717904,-0.96235645,0.0,0.0,0.0
21.0,1.9,0.01527704,8163.0,5689.0,5809.0005,6000.0,6153.0,6641.0,7377.9995,7749.0,7933.0,400.0,128.0,32.649216,0.052881837,-0.27871177,-0.9603748,0.0,0.0,0.0
21.0,1.9,0.01533447,7626.0,5740.0,5880.0,5995.0,6129.9995,6554.0,6827.0,7113.0,7320.0,400.0,768.0,32.382977,0.052891888,-0.27885142,-0.96033424,0.0,0.0,0.0
21.0,1.9,0.01503225,7096.0,5748.0,5858.0,5976.0,6035.0,6431.0,6659.0,6808.0005,6981.0005,400.0,896.0,33.1776,0.052906968,-0.27906093,-0.9602734,0.0,0.0,0.0
21.0,1.9,0.01606249,7582.0,5756.0,5888.0,6041.0,6177.0,6485.0,6715.9995,7371.9995,7461.0,400.0,640.0,32.387074,0.052937128,-0.27947992,-0.96015155,0.0,0.0,0.0
21.0,1.9,0.01569629,7561.0005,5719.0,5823.0,5895.0,5956.0,6305.0,6928.0,7262.0,7433.0,400.0,384.0,31.809536,0.052992415,-0.2802479,-0.9599277,0.0,0.0,0.0
