c,cpu_limit,cpu_usage,lat100_ms,lat50_ms,lat66_ms,lat75_ms,lat80_ms,lat90_ms,lat95_ms,lat98_ms,lat99_ms,n,ram_limit_mb,ram_usage_mb,t_norm,sin_day,cos_day,is_gap,time_since_last_obs,time_to_next_obs
51.0,1.5,0.01390635,19708.0,18130.0,18429.0,18588.0,18642.0,18908.0,19008.0,19365.0,19470.0,300.0,1024.0,33.972225,0.24764644,-0.04122172,0.99915004,0.0,0.0,0.0
51.0,1.5,0.01389316,20541.0,17921.0,18286.0,18478.0,18594.0,18880.0,19122.0,19326.0,19831.0,300.0,256.0,34.545666,0.24765146,-0.04114906,0.999153,0.0,0.0,0.0
51.0,1.5,0.01392025,20000.0,18402.0,18679.0,18875.0,18989.0,19354.0,19546.0,19737.0,19810.0,300.0,512.0,33.96403,0.24768162,-0.040713094,0.9991709,0.0,0.0,0.0
1.0,1.5,0.01388385,260.00098,145.0,156.00098,162.00098,165.0,176.0,185.0,204.0,220.0,400.0,896.0,30.953472,0.24797314,-0.03649836,0.99933374,0.0,0.0,0.0
1.0,1.5,0.01389889,239.0,147.0,156.00098,163.0,168.0,181.0,193.0,215.00098,220.0,400.0,640.0,34.029568,0.24797817,-0.036425687,0.99933636,0.0,0.0,0.0
1.0,1.5,0.01387302,219.0,143.99902,154.0,161.0,167.0,176.0,187.0,199.0,209.0,400.0,384.0,31.244287,0.24798319,-0.036353014,0.999339,0.0,0.0,0.0
1.0,1.5,0.01384204,258.0,145.0,155.00098,162.00098,167.0,181.0,198.0,218.00098,232.99902,400.0,768.0,33.792,0.24798822,-0.03628034,0.99934167,0.0,0.0,0.0
1.0,1.5,0.01387456,258.0,149.0,157.0,163.0,167.0,178.0,189.0,207.0,218.0,400.0,128.0,33.226753,0.24799325,-0.036207665,0.9993443,0.0,0.0,0.0
11.0,1.5,0.01283394,4387.0,3612.0,3705.0,3781.001,3803.9995,3922.0,4115.0005,4206.0,4305.0,400.0,896.0,32.608257,0.2486919,-0.02610425,0.99965924,0.0,0.0,0.0
11.0,1.5,0.01287543,4318.0,3629.0005,3719.0005,3790.0,3831.9995,3970.0,4053.0,4208.0005,4227.0,400.0,640.0,31.68256,0.24869692,-0.026031554,0.99966115,0.0,0.0,0.0
11.0,1.5,0.01308063,4247.0005,3617.001,3705.0,3767.0,3793.0005,3910.9995,4023.001,4172.0,4186.001,400.0,512.0,32.20685,0.24870196,-0.025958857,0.999663,0.0,0.0,0.0
11.0,1.5,0.01284441,4368.0,3618.001,3707.9995,3776.0005,3811.0,3956.999,4088.001,4215.0,4303.0,400.0,768.0,31.399937,0.24870698,-0.02588616,0.9996649,0.0,0.0,0.0
11.0,1.5,0.01291157,4373.9995,3642.0005,3767.0005,3809.0005,3861.9995,3975.001,4096.0,4191.0005,4310.9995,400.0,128.0,31.490047,0.24871704,-0.025740763,0.99966866,0.0,0.0,0.0
21.0,1.5,0.01413311,8369.0,7017.0,7192.0,7326.0,7415.0,7774.0,7974.0,8200.0,8244.0,400.0,896.0,32.37888,0.24942072,-0.015561891,0.9998789,0.0,0.0,0.0
21.0,1.5,0.01379368,8697.0,7001.0,7253.0,7379.0,7425.0,7705.0,8082.0,8221.0,8412.0,400.0,384.0,32.6656,0.24942574,-0.015489178,0.99988,0.0,0.0,0.0
21.0,1.5,0.01375287,8780.0,6983.0,7203.9995,7410.0,7494.0,7701.0,7904.0,8293.0,8367.0,400.0,256.0,33.4848,0.24943078,-0.015416465,0.99988115,0.0,0.0,0.0
21.0,1.5,0.01400454,8554.0,7079.0,7260.0,7403.0,7509.0,7784.0,7909.0,8084.0,8396.0,400.0,768.0,33.04243,0.24944082,-0.015271037,0.9998834,0.0,0.0,0.0
21.0,1.5,0.01373887,8479.0,7124.0,7391.0,7517.0,7612.0,7890.0,8019.0,8198.0,8269.0,400.0,128.0,31.854591,0.24946092,-0.014980182,0.99988776,0.0,0.0,0.0
31.0,1.5,0.01430745,12088.0,10575.0,10850.0,11084.0,11181.0,11471.0,11605.0,11769.0,11899.0,400.0,896.0,33.046528,0.2501646,-0.004799637,0.9999885,0.0,0.0,0.0
31.0,1.5,0.01393748,11902.0,10530.0,10790.0,10942.0,11070.0,11306.0,11483.0,11698.0,11789.0,400.0,512.0,32.395264,0.25016963,-0.0047269156,0.99998885,0.0,0.0,0.0
31.0,1.5,0.01390598,12526.0,10770.0,11014.0,11158.0,11327.0,11565.0,11714.0,12061.0,12307.0,400.0,640.0,33.05472,0.25017467,-0.0046541947,0.99998915,0.0,0.0,0.0
31.0,1.5,0.0140947,12574.0,10657.0,10934.0,11108.0,11215.0,11511.0,11769.0,12021.0,12163.0,400.0,384.0,33.357822,0.25017968,-0.0045814733,0.9999895,0.0,0.0,0.0
31.0,1.5,0.01437565,12440.0,10748.0,10979.0,11160.0,11234.0,11497.0,11769.0,12097.0,12181.0,400.0,256.0,32.98509,0.2501847,-0.004508752,0.9999898,0.0,0.0,0.0
31.0,1.5,0.01400776,13596.0,10712.0,10926.0,11119.0,11225.0,11697.0,12398.0,12987.0,13388.0,400.0,128.0,32.759808,0.2502199,-0.003999702,0.999992,0.0,0.0,0.0
41.0,1.5,0.01430745,16643.0,14184.0,14503.0,14796.0,14983.0,15370.0,15613.0,15757.0,15985.0,400.0,896.0,34.36544,0.25091857,0.006108614,0.99998134,0.0,0.0,0.0
41.0,1.5,0.0141121,16621.0,13922.0,14204.0,14359.0,14520.0,14906.0,15365.0,15566.0,16111.0,400.0,256.0,33.947647,0.25092357,0.006181335,0.99998087,0.0,0.0,0.0
41.0,1.5,0.01442741,16416.0,14296.0,14581.0,14772.0,14914.0,15381.0,15606.0,15813.0,15992.0,400.0,640.0,33.792,0.25093365,0.0063267765,0.99998,0.0,0.0,0.0
41.0,1.5,0.01436954,16369.0,14283.0,14600.0,14779.0,14897.0,15229.0,15478.0,15832.0,16011.0,400.0,768.0,33.76333,0.2509437,0.0064722174,0.9999791,0.0,0.0,0.0
41.0,1.5,0.01443662,16282.0,14194.0,14451.0,14625.0,14761.0,15140.0,15597.0,15991.0,16179.0,400.0,128.0,34.238464,0.25098893,0.0071267006,0.9999746,0.0,0.0,0.0
51.0,1.5,0.01420492,19819.0,17579.0,17956.0,18210.0,18378.0,18717.0,18979.0,19376.0,19706.0,400.0,256.0,35.745792,0.25167754,0.017088851,0.99985397,0.0,0.0,0.0
51.0,1.5,0.01442922,19905.0,17669.0,18011.0,18290.0,18434.0,18786.0,19014.0,19298.0,19450.0,400.0,512.0,35.086334,0.25168255,0.017161561,0.9998527,0.0,0.0,0.0
51.0,1.5,0.01390047,19804.0,17879.0,18290.0,18511.0,18687.0,18978.0,19195.0,19409.0,19545.0,400.0,1024.0,35.999744,0.2516876,0.017234273,0.99985147,0.0,0.0,0.0
51.0,1.5,0.01443791,20360.0,18198.0,18531.0,18729.0,18894.0,19293.0,19531.0,20027.0,20172.0,400.0,896.0,35.139584,0.25169262,0.017306983,0.9998502,0.0,0.0,0.0
51.0,1.5,0.0144088,20218.0,17807.0,18189.0,18388.0,18510.0,18998.0,19492.0,19812.0,20002.0,400.0,384.0,35.045376,0.25169763,0.017379696,0.99984896,0.0,0.0,0.0
51.0,1.5,0.01442741,20482.0,17966.0,18255.0,18536.0,18793.0,19143.0,19491.0,19906.0,20191.0,400.0,640.0,35.29523,0.25170267,0.017452406,0.9998477,0.0,0.0,0.0
51.0,1.5,0.01441406,20816.0,17899.0,18249.0,18599.0,18795.0,19256.0,19770.0,20002.0,20284.0,400.0,768.0,35.713024,0.25171775,0.017670538,0.99984384,0.0,0.0,0.0
51.0,1.5,0.01441934,21096.0,18206.0,18512.0,18904.0,19080.0,19554.0,19902.0,20368.0,20582.0,400.0,128.0,35.52461,0.25177303,0.01847035,0.9998294,0.0,0.0,0.0
1.0,1.5,0.01443791,216.0,142.99902,153.0,158.0,162.0,172.0,184.0,196.0,209.0,500.0,896.0,32.354305,0.25209975,0.023196254,0.99973094,0.0,0.0,0.0
1.0,1.5,0.01420492,221.0,151.00098,158.0,163.0,166.0,176.0,190.0,199.99902,211.0,500.0,256.0,32.124928,0.25210476,0.023268957,0.9997292,0.0,0.0,0.0
1.0,1.5,0.01442922,235.99902,153.00098,161.0,166.0,170.00098,179.99902,194.0,214.0,221.0,500.0,512.0,35.086334,0.25211483,0.02341436,0.9997258,0.0,0.0,0.0
1.0,1.5,0.01379519,233.0,151.00098,159.0,164.0,167.0,178.0,190.0,198.0,215.0,500.0,1024.0,35.196926,0.25211984,0.023487063,0.99972415,0.0,0.0,0.0
1.0,1.5,0.01441406,239.99902,142.99902,152.0,158.0,161.0,170.0,186.0,201.0,209.0,500.0,768.0,32.178177,0.25212488,0.023559764,0.9997224,0.0,0.0,0.0
1.0,1.5,0.01350439,270.0,153.00098,161.0,166.0,169.0,181.0,195.0,210.00098,219.0,500.0,640.0,32.4608,0.25213996,0.02377787,0.9997173,0.0,0.0,0.0
1.0,1.5,0.01443665,247.00098,136.0,146.99902,154.0,159.0,172.0,182.99902,192.00098,202.0,500.0,128.0,34.988033,0.25216508,0.024141375,0.99970853,0.0,0.0,0.0
11.0,1.5,0.01327132,4537.0,3694.001,3791.0,3821.001,3868.0005,3972.0,4069.0005,4229.001,4350.9995,500.0,256.0,33.19808,0.25299442,0.03613499,0.9993469,0.0,0.0,0.0
11.0,1.5,0.01331161,4544.001,3716.0,3809.001,3874.0,3901.0,4015.0005,4125.001,4224.0,4421.0,500.0,896.0,33.488895,0.25299945,0.036207665,0.9993443,0.0,0.0,0.0
11.0,1.5,0.01273242,4520.0005,3727.0005,3813.001,3867.0,3893.9995,3978.999,4058.9995,4177.0005,4267.0,500.0,1024.0,32.92365,0.25302458,0.036571037,0.99933106,0.0,0.0,0.0
11.0,1.5,0.01273904,4618.0,3714.001,3797.0005,3841.001,3891.9995,4015.0005,4109.9995,4243.9995,4492.9995,500.0,640.0,32.86221,0.2530447,0.03686173,0.9993204,0.0,0.0,0.0
11.0,1.5,0.01300799,5193.0,3751.0005,3839.0,3907.0,3964.0,4092.0,4372.0,4830.0,5042.0,500.0,128.0,34.582527,0.25307986,0.037370432,0.9993015,0.0,0.0,0.0
21.0,1.5,0.01443137,8763.0,7090.0,7258.9995,7401.0,7480.0,7756.0,7943.0,8160.0,8385.0,500.0,256.0,33.742847,0.2539042,0.049285576,0.9987847,0.0,0.0,0.0
21.0,1.5,0.01444154,8191.0,7206.0,7388.0,7491.9995,7555.9995,7693.0,7856.0,8030.9995,8080.0,500.0,896.0,33.47251,0.25391424,0.049430843,0.99877757,0.0,0.0,0.0
21.0,1.5,0.01443787,8294.0,7196.0,7355.0,7485.0,7516.0,7692.0,7890.9995,8007.0,8058.0,500.0,768.0,32.83763,0.25393936,0.049794007,0.9987595,0.0,0.0,0.0
21.0,1.5,0.01445395,8419.0,7220.0,7365.0,7436.0,7515.0,7697.0,7816.0,7992.9995,8111.0,500.0,512.0,34.152447,0.2539444,0.04986664,0.9987559,0.0,0.0,0.0
21.0,1.5,0.01444051,8403.0,7303.0,7437.0,7529.0005,7603.0,7836.0,8007.0,8193.0,8289.0,500.0,1024.0,33.12845,0.25395444,0.0500119,0.9987486,0.0,0.0,0.0
21.0,1.5,0.01444679,8563.0,7162.0,7295.0,7385.0,7481.9995,7696.0,8004.0,8280.0,8384.0,500.0,640.0,33.656834,0.25395948,0.05008453,0.99874496,0.0,0.0,0.0
21.0,1.5,0.01445616,10214.0,7285.9995,7468.0,7607.0,7699.0,7984.0,8851.0,9821.0,9927.0,500.0,128.0,33.230846,0.2540198,0.05095608,0.9987009,0.0,0.0,0.0
31.0,1.5,0.01445496,13613.0,10629.0,10895.0,11100.0,11197.0,11703.0,12338.0,12799.0,13003.0,500.0,384.0,34.164738,0.254824,0.062572785,0.9980404,0.0,0.0,0.0
31.0,1.5,0.01445645,13147.0,10622.0,10866.0,11021.0,11182.0,11630.0,12012.0,12370.0,12532.0,500.0,896.0,33.624065,0.2548391,0.06279052,0.9980267,0.0,0.0,0.0
31.0,1.5,0.01445563,12181.0,10580.0,10808.0,10975.0,11087.0,11345.0,11719.0,11969.0,12026.0,500.0,768.0,34.287617,0.25485417,0.063008256,0.998013,0.0,0.0,0.0
31.0,1.5,0.01444543,13097.0,10648.0,10953.0,11113.0,11207.0,11574.0,11836.0,12100.0,12451.0,500.0,512.0,33.816574,0.25486422,0.06315341,0.99800384,0.0,0.0,0.0
31.0,1.5,0.01443446,12937.0,10528.0,10715.0,10858.0,10940.0,11280.0,11561.0,12029.0,12422.0,500.0,640.0,34.029568,0.25486925,0.063225985,0.99799925,0.0,0.0,0.0
31.0,1.5,0.01444051,13269.0,10766.0,11005.0,11139.0,11284.0,11563.0,11772.0,12378.0,12570.0,500.0,1024.0,33.93536,0.25488433,0.06344371,0.9979854,0.0,0.0,0.0
31.0,1.5,0.01445616,13071.0,10693.0,10983.0,11118.0,11203.0,11515.0,11910.0,12476.0,12824.0,500.0,128.0,33.984512,0.25493962,0.06424202,0.99793434,0.0,0.0,0.0
41.0,1.5,0.01445789,16727.0,14372.0,14618.0,14852.0,15038.0,15294.0,15491.0,16249.0,16500.0,500.0,256.0,35.168255,0.2557589,0.07606644,0.99710274,0.0,0.0,0.0
41.0,1.5,0.01445645,16157.0,14492.0,14728.0,14906.0,15009.0,15357.0,15596.0,15793.0,15879.0,500.0,896.0,34.80371,0.255774,0.07628398,0.9970861,0.0,0.0,0.0
41.0,1.5,0.0144332,15708.0,14298.0,14562.0,14690.0,14743.0,14917.0,15117.0,15339.0,15477.001,500.0,640.0,34.471935,0.25579408,0.07657401,0.9970639,0.0,0.0,0.0
41.0,1.5,0.01445135,15898.0,14429.0,14681.0,14786.0,14870.0,15170.0,15284.0,15450.0,15578.0,500.0,512.0,34.28352,0.25580412,0.07671903,0.9970527,0.0,0.0,0.0
41.0,1.5,0.01443212,16504.0,14595.0,14817.0,15000.0,15100.0,15358.0,15594.0,15871.0,16176.0,500.0,1024.0,35.50003,0.25582927,0.07708156,0.9970248,0.0,0.0,0.0
41.0,1.5,0.01443072,17573.0,14690.0,14928.0,15130.0,15233.0,15600.0,16173.0,16810.0,16968.0,500.0,128.0,35.34848,0.2558946,0.078024104,0.99695146,0.0,0.0,0.0
51.0,1.5,0.01445475,20508.0,18085.0,18450.0,18684.0,18895.0,19249.0,19652.0,20044.0,20309.0,500.0,384.0,35.434498,0.25669882,0.089618616,0.99597615,0.0,0.0,0.0
51.0,1.5,0.01444712,20485.0,18408.0,18699.0,18900.0,19026.0,19325.0,19590.0,19868.0,20000.0,500.0,768.0,35.516415,0.25672898,0.090053186,0.99593693,0.0,0.0,0.0
51.0,1.5,0.01445227,20721.0,18364.0,18696.0,18911.0,19013.0,19370.0,19627.0,20027.0,20268.0,500.0,896.0,35.946495,0.256734,0.090125605,0.99593043,0.0,0.0,0.0
51.0,1.5,0.0144367,20608.0,18090.0,18462.0,18714.0,18902.0,19290.0,19579.0,19740.0,19895.0,500.0,640.0,35.168255,0.25674406,0.09027046,0.99591726,0.0,0.0,0.0
51.0,1.5,0.01443158,20361.0,18177.0,18603.0,18824.0,18978.0,19366.0,19693.0,19884.0,19991.0,500.0,512.0,35.979263,0.2567541,0.09041531,0.99590415,0.0,0.0,0.0
51.0,1.5,0.01445167,20529.0,18391.0,18705.0,18920.0,19045.0,19333.0,19626.0,19910.0,20118.0,500.0,1024.0,35.815426,0.25680438,0.091139525,0.9958381,0.0,0.0,0.0
51.0,1.5,0.01445804,22272.0,18707.0,18994.0,19222.0,19385.0,20053.0,20548.0,21310.0,21570.0,500.0,128.0,36.163586,0.25688982,0.092370585,0.9957247,0.0,0.0,0.0
1.0,1.5,0.01443547,256.99902,157.0,167.0,174.0,179.0,192.0,203.0,221.0,227.0,600.0,384.0,32.804863,0.25722155,0.09714864,0.9952699,0.0,0.0,0.0
1.0,1.5,0.01445112,266.0,158.0,166.0,173.0,177.0,190.0,199.0,212.0,227.0,600.0,256.0,32.743423,0.2572266,0.09722102,0.9952628,0.0,0.0,0.0
1.0,1.5,0.0144367,229.0,147.0,156.00098,161.0,164.0,176.0,188.0,196.0,215.0,600.0,640.0,34.848766,0.25723663,0.097365774,0.9952487,0.0,0.0,0.0
1.0,1.5,0.01444712,245.0,159.0,169.0,175.00098,180.0,192.0,206.0,220.0,229.0,600.0,768.0,32.587776,0.25726175,0.09772765,0.9952132,0.0,0.0,0.0
1.0,1.5,0.01445227,253.0,159.0,169.0,175.00098,180.0,194.0,204.0,224.0,236.0,600.0,896.0,35.17235,0.2572668,0.097800024,0.99520606,0.0,0.0,0.0
1.0,1.5,0.01443627,297.0,158.0,167.0,173.0,177.0,190.0,204.0,219.0,234.0,600.0,512.0,34.80371,0.2572869,0.09808951,0.99517757,0.0,0.0,0.0
1.0,1.5,0.01440791,252.0,160.0,169.0,177.0,181.0,195.0,204.99902,220.0,234.0,600.0,1024.0,35.291138,0.25733715,0.0988132,0.995106,0.0,0.0,0.0
1.0,1.5,0.01444692,266.99902,157.0,166.0,173.0,178.0,191.0,208.0,223.0,243.0,600.0,128.0,35.344383,0.25740752,0.09982628,0.9950049,0.0,0.0,0.0
11.0,1.5,0.01279239,4120.9995,3638.9995,3707.9995,3768.9995,3790.9995,3864.001,3921.9995,4001.0,4069.0,600.0,256.0,34.23027,0.25827205,0.11226385,0.99367845,0.0,0.0,0.0
11.0,1.5,0.01292316,4202.9995,3632.0,3712.9995,3783.0,3802.0005,3903.0,3986.0,4031.0005,4095.001,600.0,640.0,33.337345,0.25828713,0.11248064,0.9936539,0.0,0.0,0.0
11.0,1.5,0.01289303,4458.0015,3709.0,3795.9995,3864.0,3889.0,3975.001,4038.999,4187.9995,4301.0,600.0,896.0,34.762753,0.25833237,0.11313096,0.9935801,0.0,0.0,0.0
11.0,1.5,0.0128842,4693.9995,3696.0,3781.0,3827.0005,3874.001,3982.0005,4204.0005,4392.0,4480.9995,600.0,512.0,34.414593,0.2583575,0.11349223,0.99353886,0.0,0.0,0.0
11.0,1.5,0.01258565,4916.0005,3771.0,3829.0,3894.0005,3915.999,4099.0005,4378.999,4524.0005,4788.0,600.0,1024.0,34.197502,0.25842786,0.1145037,0.9934228,0.0,0.0,0.0
11.0,1.5,0.01295645,4913.0005,3759.0,3858.0,3909.9995,3947.9995,4112.0005,4417.0,4661.0,4759.0,600.0,128.0,35.30752,0.25849825,0.11551505,0.99330574,0.0,0.0,0.0
21.0,1.5,0.0144518,9306.0,7057.0,7188.9995,7291.9995,7359.0,7598.0,7899.0,8290.0,8612.0,600.0,256.0,34.000896,0.25934267,0.12764165,0.99182034,0.0,0.0,0.0
21.0,1.5,0.01442588,9248.0,7106.0,7286.0,7368.9995,7420.0,7675.0,7848.0,7990.9995,8433.0,600.0,384.0,34.095104,0.25936276,0.12793015,0.9917832,0.0,0.0,0.0
21.0,1.5,0.0144584,8996.0,7139.0,7303.0,7398.9995,7503.0,7731.0,7987.0,8213.0,8602.0,600.0,640.0,34.512897,0.25937283,0.1280744,0.99176455,0.0,0.0,0.0
21.0,1.5,0.01445465,8248.0,7099.0,7214.0,7320.9995,7398.0,7551.0,7697.0,7848.0,7918.0,600.0,896.0,33.488895,0.259408,0.12857924,0.9916992,0.0,0.0,0.0
21.0,1.5,0.01443735,8267.0,7160.9995,7311.0,7416.0,7503.0,7694.0,7825.0,7949.0,8086.0,600.0,768.0,36.15949,0.25941303,0.12865137,0.99168986,0.0,0.0,0.0
21.0,1.5,0.01444225,8151.0,7099.0,7241.0,7330.0,7387.0,7525.0,7697.0,7803.0,7929.0,600.0,512.0,33.91488,0.2594281,0.12886772,0.9916618,0.0,0.0,0.0
21.0,1.5,0.01444598,8218.0,7286.9995,7411.9995,7515.0,7578.9995,7771.0,7908.0,8037.0,8176.0,600.0,1024.0,34.054146,0.2595186,0.13016568,0.9914923,0.0,0.0,0.0
21.0,1.5,0.01444507,8311.0,7208.0,7373.0,7483.0,7533.0,7712.0,7896.9995,8054.0,8152.0,600.0,128.0,33.947647,0.25958392,0.13110296,0.9913688,0.0,0.0,0.0
31.0,1.5,0.0144518,11931.0,10507.0,10687.0,10789.0,10864.0,11039.0,11287.0,11500.0,11664.0,600.0,256.0,34.66035,0.26041326,0.14298882,0.9897243,0.0,0.0,0.0
31.0,1.5,0.01444688,12148.0,10406.0,10611.0,10729.0,10811.0,11025.0,11221.0,11502.0,11718.0,600.0,384.0,34.22208,0.26042834,0.14320473,0.9896931,0.0,0.0,0.0
31.0,1.5,0.0144584,11581.0,10448.0,10613.0,10724.0,10804.0,10999.0,11161.0,11261.0,11474.0,600.0,640.0,34.873344,0.26043838,0.14334868,0.98967224,0.0,0.0,0.0
31.0,1.5,0.01445465,11694.0,10416.0,10609.0,10741.0,10813.0,11034.0,11174.0,11305.0,11385.0,600.0,896.0,34.689026,0.26047358,0.14385246,0.98959917,0.0,0.0,0.0
31.0,1.5,0.01443395,11601.0,10482.0,10679.0,10791.0,10858.0,11067.0,11185.0,11403.0,11495.0,600.0,768.0,34.574337,0.26048362,0.14399639,0.9895782,0.0,0.0,0.0
31.0,1.5,0.01445059,13358.0,10633.0,10849.0,10995.0,11110.0,11370.0,11972.0,12868.0,13015.0,600.0,512.0,35.160065,0.26052386,0.14457208,0.98949426,0.0,0.0,0.0
31.0,1.5,0.01444358,13366.0,10663.0,10904.0,11091.0,11203.0,11796.0,12480.0,12813.0,13021.0,600.0,1024.0,34.758656,0.26061934,0.14593914,0.9892936,0.0,0.0,0.0
31.0,1.5,0.01445599,13703.0,10674.0,10898.0,11089.0,11207.0,11605.0,12099.0,12823.0,13338.0,600.0,128.0,35.414017,0.2606847,0.14687434,0.9891552,0.0,0.0,0.0
41.0,1.5,0.01445225,17905.0,14404.0,14686.0,14908.0,15084.0,15469.0,16158.0,16548.0,16818.0,600.0,256.0,38.518784,0.26152912,0.15894789,0.987287,0.0,0.0,0.0
41.0,1.5,0.01445915,17307.0,14196.0,14509.0,14692.0,14881.0,15604.0,16005.0,16598.0,17033.0,600.0,384.0,35.188736,0.26153916,0.15909149,0.98726386,0.0,0.0,0.0
41.0,1.5,0.0144402,17354.0,14297.0,14506.0,14690.0,14816.0,15368.0,15766.0,16243.0,16662.0,600.0,640.0,35.24608,0.26155424,0.15930687,0.9872291,0.0,0.0,0.0
41.0,1.5,0.01444905,16191.0,14129.0,14402.0,14558.0,14673.0,15006.0,15215.0,15607.0,15832.0,600.0,768.0,35.782658,0.2615844,0.15973762,0.9871595,0.0,0.0,0.0
41.0,1.5,0.01444097,16089.0,14199.0,14431.0,14620.0,14733.0,15098.0,15374.0,15650.0,15824.0,600.0,512.0,36.642815,0.2616246,0.1603119,0.9870664,0.0,0.0,0.0
41.0,1.5,0.01444291,16254.0,14284.0,14509.0,14675.0,14792.0,15089.0,15345.0,15691.0,15809.0,600.0,1024.0,35.790848,0.26172513,0.16174735,0.9868322,0.0,0.0,0.0
41.0,1.5,0.01445599,16275.0,14336.0,14599.0,14779.0,14911.0,15154.0,15405.0,15709.0,15914.0,600.0,128.0,36.020226,0.26179048,0.16268022,0.98667884,0.0,0.0,0.0
51.0,1.5,0.01444625,20811.0,18087.0,18384.0,18530.0,18632.0,18886.0,19200.0,19574.0,19967.0,600.0,256.0,36.61824,0.26264998,0.17493714,0.9845796,0.0,0.0,0.0
51.0,1.5,0.01446002,20775.0,18096.0,18580.0,18886.0,19018.0,19359.0,19691.0,19996.0,20308.0,600.0,384.0,35.926018,0.26266003,0.17508034,0.9845542,0.0,0.0,0.0
51.0,1.5,0.01446113,20052.0,17915.0,18219.0,18410.0,18536.0,18880.0,19113.0,19285.0,19547.0,600.0,640.0,37.05651,0.26266506,0.17515193,0.9845414,0.0,0.0,0.0
51.0,1.5,0.01445879,20378.0,18052.0,18430.0,18690.0,18809.0,19176.0,19432.0,19909.0,20054.0,600.0,896.0,36.7616,0.2627103,0.17579629,0.98442656,0.0,0.0,0.0
51.0,1.5,0.01445781,20502.0,18294.0,18596.0,18758.0,18900.0,19215.0,19589.0,19899.0,20111.0,600.0,768.0,36.487167,0.26272035,0.17593946,0.984401,0.0,0.0,0.0
51.0,1.5,0.01444028,21222.0,18305.0,18654.0,18887.0,19008.0,19487.0,19816.0,20092.0,20328.0,600.0,512.0,36.06528,0.26278067,0.17679845,0.9842471,0.0,0.0,0.0
51.0,1.5,0.01445998,24226.0,18040.0,18479.0,18698.0,18864.0,19536.0,23307.0,23806.0,23981.0,600.0,1024.0,36.265984,0.26287615,0.17815822,0.9840019,0.0,0.0,0.0
51.0,1.5,0.01445617,25954.0,18609.0,19034.0,19494.0,19910.0,23923.0,24716.0,25105.0,25414.0,600.0,128.0,36.27827,0.26299176,0.17980382,0.9837025,0.0,0.0,0.0
1.0,1.5,0.01442864,230.99902,134.0,144.00098,150.0,153.0,165.00098,172.0,185.0,202.0,700.0,256.0,35.98336,0.26316768,0.18230703,0.9832417,0.0,0.0,0.0
1.0,1.5,0.01446002,265.0,148.0,157.0,163.0,167.0,178.0,187.0,198.0,207.0,700.0,384.0,35.303425,0.26322296,0.1830935,0.9830955,0.0,0.0,0.0
1.0,1.5,0.01441911,256.99902,151.00098,160.0,164.99902,170.00098,181.0,190.0,204.0,214.0,700.0,640.0,36.028416,0.26324308,0.18337947,0.9830422,0.0,0.0,0.0
1.0,1.5,0.0144529,265.0,150.0,159.0,164.0,167.0,179.00098,189.0,205.0,221.0,700.0,896.0,33.288193,0.26328328,0.18395135,0.98293537,0.0,0.0,0.0
1.0,1.5,0.01444521,256.99902,153.00098,161.0,168.0,172.99902,184.0,193.0,206.0,217.0,700.0,768.0,32.956417,0.2633034,0.18423727,0.9828818,0.0,0.0,0.0
1.0,1.5,0.01442442,253.0,149.0,159.0,164.0,167.0,178.0,189.0,204.0,212.0,700.0,512.0,35.26656,0.26334864,0.18488052,0.982761,0.0,0.0,0.0
1.0,1.5,0.01443618,243.0,149.0,157.0,162.00098,167.0,178.0,187.0,201.0,207.0,700.0,1024.0,33.04243,0.26344413,0.18623824,0.9825046,0.0,0.0,0.0
1.0,1.5,0.01445617,244.0,145.0,155.00098,162.00098,166.0,176.0,186.0,202.0,214.0,700.0,128.0,35.98336,0.26353964,0.1875956,0.98224634,0.0,0.0,0.0
11.0,1.5,0.01341583,4726.0005,3781.0,3898.0005,3979.0005,4037.0,4207.0,4305.001,4421.9995,4486.0,700.0,256.0,33.644543,0.26443934,0.2003655,0.97972125,0.0,0.0,0.0
11.0,1.5,0.01374103,4607.0015,3739.0005,3887.0005,3968.0,4005.0,4204.0,4312.0,4409.0005,4497.001,700.0,384.0,33.39059,0.26448458,0.20100668,0.9795899,0.0,0.0,0.0
11.0,1.5,0.01370998,4693.001,3744.0,3886.0005,3977.0,4016.0,4191.0005,4333.9995,4497.001,4525.0,700.0,640.0,35.250175,0.26450467,0.20129162,0.97953135,0.0,0.0,0.0
11.0,1.5,0.01359589,4697.0,3730.0,3884.0,3950.0,3999.0,4164.0,4287.9995,4405.0,4475.0,700.0,896.0,34.844673,0.26453483,0.20171902,0.97944343,0.0,0.0,0.0
11.0,1.5,0.013738,4609.001,3720.001,3830.001,3920.0,4001.999,4186.0005,4313.0,4426.0,4507.0005,700.0,768.0,33.35373,0.26455998,0.20207512,0.97937,0.0,0.0,0.0
11.0,1.5,0.01331974,4705.0,3796.0,3909.0005,3989.001,4022.0,4194.0,4326.0,4408.0,4483.0,700.0,512.0,33.554432,0.26462027,0.20292972,0.97919333,0.0,0.0,0.0
11.0,1.5,0.01342476,4700.001,3722.0,3873.0,3940.0,3994.001,4127.0,4299.0005,4414.0,4497.001,700.0,1024.0,35.08224,0.2647007,0.20406891,0.9789565,0.0,0.0,0.0
