time,cpu_limit,cpu_usage,n,ram_limit_mb,ram_usage_mb,mean_ms,lat50_ms,lat75_ms,lat80_ms,lat90_ms,lat95_ms,lat98_ms,lat99_ms,lat100_ms,t_norm,sin_day,cos_day,sin_hour,cos_hour,is_gap,time_since_last_obs,time_to_next_obs
1637953042.0,2.8360305724379913,0.7740061033781003,201.7913487047311,1624.5279787639874,619.1140218631889,9485.99197842844,11606.149746375006,11735.459030451537,11948.511312723544,11661.232545957204,11040.703982880117,11461.265093904758,11334.087661233767,8818.305684733703,0.5816409423233144,-0.9688358524412108,0.2477036354689051,-0.2722802471537386,0.9622179934972632,1.0,1.0,38.0
1637953058.0,2.8420485908220603,0.7845080600465758,206.9205754557919,1520.0793090773209,613.7785724539632,9312.20114309026,11457.709007413669,11972.340682191,11628.269536396965,11457.353450750401,11110.37333654734,11252.92512442343,11150.872825375995,9110.932063215805,0.5820471161657189,-0.9685469804072134,0.2488307592402291,-0.2453073857510935,0.9694453499274542,1.0,2.0,37.0
1637953074.0,2.843990732509784,0.793676764640161,211.6805262857605,1475.5097087234003,607.3454020761462,9489.644787952791,11799.81442156249,12632.349627638836,11782.90510289718,12012.128759857807,11325.772646783542,10853.787058040725,11376.173797616895,9357.72061691089,0.5824532900081235,-0.9682567971046347,0.2499575461166836,-0.2181432414790907,0.9759167619202956,1.0,3.0,36.0
1637953090.0,2.840686957244705,0.7818739649910761,210.92635277161565,1549.304400146645,600.3136304818003,9681.170626336529,11799.944974406473,12883.997039683058,12158.65690030224,12560.064775242758,11155.204344536087,9800.733381092226,11457.449686929955,9468.087412324392,0.582859463850528,-0.967965302915429,0.2510839946150325,-0.1908089952148151,0.981627183479101,1.0,4.0,35.0
1637953106.0,2.8352684908588874,0.7485033219147924,205.47812397933308,1704.8579439189425,589.7379427561835,9713.24403075393,11195.725474736519,12263.517583578234,12450.063261408603,12366.896891004479,10550.172275837522,8282.55638751876,11061.718909341489,9406.875102409234,0.5832656376929326,-0.9676724982488192,0.2522101031538764,-0.163325962751901,0.9865721615224932,1.0,5.0,34.0
1637953122.0,2.835422727844415,0.697187378217976,196.0495477942793,1905.6678395324295,572.2407853160267,9616.29337877371,10101.361333533187,10908.892123441132,12329.42327495449,11224.27715348425,9553.897793841039,6958.479927587647,10178.32969880083,9087.050619080273,0.5836718115353371,-0.9673783834865728,0.2533358702649619,-0.1357155726997079,0.9907478404350878,1.0,6.0,33.0
1637953138.0,2.8360347672045956,0.6433127157906035,185.61286113763785,2048.6516362553702,550.7060610649785,9113.506411962728,8777.931758702925,9832.868035666103,11981.805580161685,9697.108448173112,8607.03807437079,6262.863001464548,9297.846472642268,8804.707561693995,0.5840779853777417,-0.9670829590415914,0.2544612943678462,-0.1079993561873921,0.994150963920022,1.0,7.0,32.0
1637953154.0,2.8307050166074483,0.5965571715814565,173.6994355262888,2083.9025368304747,530.0024003659324,7956.7914024137335,7007.487398631654,9040.0172851947,10849.644399619676,7995.073413758749,7650.763778205108,5768.5813733445175,8267.520620058765,8539.990576401105,0.5844841592201462,-0.9667862252990584,0.2555863739951685,-0.0801989245629619,0.9967788784374116,1.0,8.0,31.0
1637953170.0,2.821808815517955,0.5646092047957818,160.74259176248506,2053.9248493036976,523.6505704001595,6656.054938940992,5644.274923674324,8669.885804807309,9480.09925561121,6789.62352549217,6940.888348038261,5653.9146008550015,7821.836828831539,8492.236362378122,0.5848903330625508,-0.9664881826718172,0.2567111075815153,-0.0523359562284812,0.9986295347553318,1.0,9.0,30.0
1637953186.0,2.808618539368405,0.5330343854791265,144.42988368005626,2027.8131471608162,538.5901712319369,5629.1436952581425,5009.2880598956945,7991.9062140233955,8225.840755452224,6127.075108039226,6442.707142626354,5778.290487814049,8037.447676448439,8658.67907366663,0.5852965069049553,-0.9661888315596708,0.2578354936182331,-0.0244321783544298,0.9997014897762518,1.0,10.0,29.0
