time,cpu_limit,cpu_usage,n,ram_limit_mb,ram_usage_mb,mean_ms,lat50_ms,lat75_ms,lat80_ms,lat90_ms,lat95_ms,lat98_ms,lat99_ms,lat100_ms,t_norm,sin_day,cos_day,sin_hour,cos_hour,is_gap,time_since_last_obs,time_to_next_obs
1637930130.0,3.5,0.0,10.0,2048.0,1482.559488,844.192,841.769,843.833,843.833,875.462,875.462,875.462,875.462,875.759,0.0,-0.1542792927718925,-0.9880272768612236,-0.5446390350041007,-0.8386705679525197,0.0,0.0,0.0
1637930146.0,3.5,0.059012,30.0,2048.0,1582.055424,542.502,543.193,549.103,550.186,551.202,552.363,552.525,552.525,552.841,0.0004061738424045,-0.15542881000161,-0.987847095972592,-0.5678437448643169,-0.8231363686646755,0.0,0.0,0.0
1637930162.0,3.5,0.072997,40.0,2048.0,1646.845952,582.36,584.222,597.598,598.091,599.218,601.417,603.755,603.755,606.606,0.000812347684809,-0.1565781168319987,-0.9876655776776596,-0.5906056676360599,-0.8069603121319932,0.0,0.0,0.0
1637930178.0,3.5,0.040482,50.0,2048.0,1688.539136,708.245,710.131,719.573,721.993,725.67,734.043,734.185,734.185,737.539,0.0012185215272136,-0.1577272116495686,-0.987482722231256,-0.6129070534978492,-0.7901550124960194,0.0,0.0,0.0
1637930194.0,3.5,0.306398,70.0,2048.0,1815.228416,1412.604,1416.541,1430.599,1439.236,1443.194,1444.121,1445.117,1448.054,1449.671,0.0016246953696181,-0.1588760929560964,-0.987298529871794,-0.6347305132432355,-0.7727335734636996,0.0,0.0,0.0
1637930210.0,3.5,0.495368,80.0,2048.0,1826.44736,1166.394,1170.535,1198.775,1201.212,1212.313,1213.628,1215.344,1216.54,1217.178,0.0020308692120227,-0.1600247591386896,-0.9871130008578574,-0.6560590288672613,-0.7547095803299081,0.0,0.0,0.0
1637930226.0,3.5,0.383648,100.0,2048.0,1830.576128,3535.697,3529.806,3568.727,3574.962,3588.783,3593.429,3594.414,3596.494,3596.999,0.0024370430544272,-0.1611732086996836,-0.9869261354313444,-0.6768759697459941,-0.7360970870614963,0.0,0.0,0.0
1637930242.0,3.5,0.369011,110.0,2048.0,434.372608,1527.971,1527.266,1571.459,1583.505,1595.752,1599.02,1607.039,1607.603,1609.029,0.0028432168968318,-0.1623214400267921,-0.9867379338545916,-0.6971651027611655,-0.7169106077413094,0.0,0.0,0.0
1637930258.0,3.5,0.369011,120.0,2048.0,439.410688,1673.571,1664.22,1746.609,1749.666,1765.461,1767.82,1769.404,1769.815,1772.349,0.0032493907392363,-0.1634694516229175,-0.986548396372982,-0.7169106077334886,-0.6971651027692077,0.0,0.0,0.0
1637930274.0,3.5,0.259239,130.0,2048.0,440.823808,1917.784,1920.672,1956.775,1970.206,1990.829,1997.882,2000.871,2002.789,2010.631,0.0036555645816409,-0.1646172418763883,-0.9863575232526036,-0.7360970870539031,-0.6768759697542516,0.0,0.0,0.0
1637930290.0,2.968518014779124,0.48545395427830945,181.70777753122132,2234.9181123220205,669.0893676719933,8536.115537528556,8268.993665789125,9667.226505665596,9326.482431444996,10268.25213889925,8620.549391359367,9320.381198265623,11036.469705170683,9913.50943151257,0.0040617384240454,-0.1657648092763314,-0.9861653147447346,-0.7547095803225484,-0.6560590288757276,1.0,1.0,11.0
1637930306.0,2.961825859507819,0.5085659044142683,191.66062225833437,2299.915894069169,699.6175694994872,10245.372955305444,9977.955641943696,11474.439738914229,10113.34281420138,11952.702318973152,9928.993502198804,10809.385015662523,12347.280501346046,11425.181176986218,0.00446791226645,-0.1669121522547506,-0.985971771111976,-0.7727335731610098,-0.6347305136117362,1.0,2.0,10.0
1637930322.0,2.957702729999429,0.5177594224058149,192.2556460425999,2330.278947747208,714.8567224526454,10975.764260236538,10726.13336099316,12083.110293272968,10400.06005517755,12494.127064315378,10369.902699380167,11361.313117381505,12688.856465219884,11909.33495301853,0.0048740861088545,-0.16805926925831,-0.985776892616358,-0.7901550122037367,-0.6129070538746578,1.0,3.0,9.0
1637930338.0,2.954305440520436,0.5180846390758473,190.58346401113204,2348.7293929742546,723.5186308231537,11303.850730662725,11066.806080842336,12299.02027201981,10458.97587776645,12610.93320210567,10507.240716284268,11560.977996800477,12705.392052147778,11995.273207078473,0.0052802599512591,-0.1692061587483214,-0.9855806795192558,-0.8069603121253678,-0.5906056676451125,1.0,4.0,8.0
1637930354.0,2.951329350552458,0.5140945344808993,188.1568800037149,2357.377525246313,728.2267476558329,11407.91607757218,11175.752121237845,12286.845662498372,10400.061909684226,12482.72081449338,10511.554801777365,11558.701842445058,12534.37349306363,11858.48527161019,0.0056864337936636,-0.1703528191290365,-0.9853831320936998,-0.8231363683938826,-0.5678437452568535,1.0,5.0,7.0
1637930370.0,2.949436003870383,0.507487445884251,185.11597795515087,2358.6077865313277,729.6711767794188,11358.255482330744,11115.13311037427,12117.506901018984,10231.543506207698,12208.40358536451,10433.758842969994,11410.636608061246,12235.55480147359,11569.147672327743,0.0060926076360682,-0.171499248905406,-0.9851842505972584,-0.8386705679464099,-0.5446390350135089,1.0,6.0,6.0
1637930386.0,2.9494274358833428,0.4985019563587549,181.1630783479479,2353.823300714788,728.0802599953531,11168.230553879708,10900.73331815978,11806.062252331723,9925.232165862117,11822.869927621796,10268.407444738525,11124.94548124207,11824.921833699334,11131.078627358078,0.0064987814784727,-0.1726454464679789,-0.9849840353091376,-0.8535507971635661,-0.5210096320236708,1.0,7.0,5.0
