time,cpu_limit,cpu_usage,n,ram_limit_mb,ram_usage_mb,mean_ms,lat50_ms,lat75_ms,lat80_ms,lat90_ms,lat95_ms,lat98_ms,lat99_ms,lat100_ms,t_norm,sin_day,cos_day,sin_hour,cos_hour,is_gap,time_since_last_obs,time_to_next_obs
1637930130.0,3.5,0.0,10.0,2048.0,1482.559488,844.192,841.769,843.833,843.833,875.462,875.462,875.462,875.462,875.759,0.0,-0.1542792927718925,-0.9880272768612236,-0.5446390350041007,-0.8386705679525197,0.0,0.0,0.0
1637930146.0,3.5,0.059012,30.0,2048.0,1582.055424,542.502,543.193,549.103,550.186,551.202,552.363,552.525,552.525,552.841,0.0004061738424045,-0.15542881000161,-0.987847095972592,-0.5678437448643169,-0.8231363686646755,0.0,0.0,0.0
1637930162.0,3.5,0.072997,40.0,2048.0,1646.845952,582.36,584.222,597.598,598.091,599.218,601.417,603.755,603.755,606.606,0.000812347684809,-0.1565781168319987,-0.9876655776776596,-0.5906056676360599,-0.8069603121319932,0.0,0.0,0.0
1637930178.0,3.5,0.040482,50.0,2048.0,1688.539136,708.245,710.131,719.573,721.993,725.67,734.043,734.185,734.185,737.539,0.0012185215272136,-0.1577272116495686,-0.987482722231256,-0.6129070534978492,-0.7901550124960194,0.0,0.0,0.0
1637930194.0,3.5,0.306398,70.0,2048.0,1815.228416,1412.604,1416.541,1430.599,1439.236,1443.194,1444.121,1445.117,1448.054,1449.671,0.0016246953696181,-0.1588760929560964,-0.987298529871794,-0.6347305132432355,-0.7727335734636996,0.0,0.0,0.0
1637930210.0,3.5,0.495368,80.0,2048.0,1826.44736,1166.394,1170.535,1198.775,1201.212,1212.313,1213.628,1215.344,1216.54,1217.178,0.0020308692120227,-0.1600247591386896,-0.9871130008578574,-0.6560590288672613,-0.7547095803299081,0.0,0.0,0.0
1637930226.0,3.5,0.383648,100.0,2048.0,1830.576128,3535.697,3529.806,3568.727,3574.962,3588.783,3593.429,3594.414,3596.494,3596.999,0.0024370430544272,-0.1611732086996836,-0.9869261354313444,-0.6768759697459941,-0.7360970870614963,0.0,0.0,0.0
1637930242.0,3.5,0.369011,110.0,2048.0,434.372608,1527.971,1527.266,1571.459,1583.505,1595.752,1599.02,1607.039,1607.603,1609.029,0.0028432168968318,-0.1623214400267921,-0.9867379338545916,-0.6971651027611655,-0.7169106077413094,0.0,0.0,0.0
1637930258.0,3.5,0.369011,120.0,2048.0,439.410688,1673.571,1664.22,1746.609,1749.666,1765.461,1767.82,1769.404,1769.815,1772.349,0.0032493907392363,-0.1634694516229175,-0.986548396372982,-0.7169106077334886,-0.6971651027692077,0.0,0.0,0.0
1637930274.0,3.5,0.259239,130.0,2048.0,440.823808,1917.784,1920.672,1956.775,1970.206,1990.829,1997.882,2000.871,2002.789,2010.631,0.0036555645816409,-0.1646172418763883,-0.9863575232526036,-0.7360970870539031,-0.6768759697542516,0.0,0.0,0.0
1637930290.0,3.499999999999999,0.143297448510779,131.7443685379962,2040.9074787823474,333.1557515242076,1945.3430770400764,1961.6473324983929,1944.4764251264944,1970.3850425821943,1995.1745981677052,2006.9159701011683,2013.3416720419157,2016.5827985046353,2029.1213727958836,0.0040617384240454,-0.1657648092763314,-0.9861653147447346,-0.7547095803225484,-0.6560590288757276,1.0,1.0,11.0
1637930306.0,3.4999999999999982,0.05237123161852303,124.88315626548527,2026.0472418644322,249.52992133480717,1979.8070167504466,2003.1343980194106,1953.0534059704723,1986.74630166782,2014.917960192317,2029.7452617080887,2038.2580801184504,2042.2954250624457,2057.560736949652,0.00446791226645,-0.1669121522547506,-0.985971771111976,-0.7727335731610098,-0.6347305136117362,1.0,2.0,10.0
1637930322.0,3.4999999999999987,-0.01573861642917266,111.35743550536502,2004.9728323863878,188.93606891728794,2012.673751582382,2037.7758176109,1971.8858617188805,2009.3360508922742,2040.05431974398,2056.558052727155,2066.012234944205,2070.396074066318,2086.719547446892,0.0048740861088545,-0.16805926925831,-0.985776892616358,-0.7901550122037367,-0.6129070538746578,1.0,3.0,9.0
1637930338.0,3.499999999999998,-0.0632310613847127,93.10827858053322,1979.2377934883457,150.3639457571392,2035.441213987154,2058.214212320705,1990.3537115586646,2028.200563890952,2060.578910492837,2077.542521064758,2086.99614723378,2091.3539399091364,2107.3682592731893,0.0052802599512591,-0.1692061587483214,-0.9855806795192558,-0.8069603121253678,-0.5906056676451125,1.0,4.0,8.0
1637930354.0,3.4999999999999973,-0.09230506900050194,72.0767578138877,1950.3956683104389,132.8033033398502,2039.6073364160336,2057.0922031966725,1997.8368746767708,2033.3861142992503,2066.486966109034,2082.88684462729,2091.601827701776,2095.638216983786,2110.27732741413,0.0056864337936636,-0.1703528191290365,-0.9853831320936998,-0.8231363683938826,-0.5678437452568535,1.0,5.0,7.0
1637930370.0,3.4999999999999982,-0.10515960502894509,50.20394552832629,1919.9999999928004,135.24389315091028,2016.670051320293,2027.0524112866476,1983.7152702601459,2014.938975752566,2047.7737202627138,2062.779201321145,2070.2212870627945,2073.7180996831544,2086.2172068553023,0.0060926076360682,-0.171499248905406,-0.9851842505972584,-0.8386705679464099,-0.5446390350135089,1.0,6.0,6.0
1637930386.0,3.4999999999999973,-0.10399363522244676,29.43091404674669,1889.6043316755606,156.6754666758086,1958.127291151202,1960.737457638475,1937.3688174957338,1962.905421886294,1994.4344066240196,2007.4077690527133,2013.246536031435,2016.0627824001235,2025.9583525822895,0.0064987814784727,-0.1726454464679789,-0.9849840353091376,-0.8535507971635661,-0.5210096320236708,1.0,7.0,5.0
