cpu_limit,cpu_usage,lat100_ms,lat50_ms,lat75_ms,lat80_ms,lat90_ms,lat95_ms,lat98_ms,lat99_ms,mean_ms,n,ram_limit_mb,ram_usage_mb,t_norm,sin_day,cos_day,sin_hour,cos_hour,is_gap,time_since_last_obs,time_to_next_obs
3.1322775,0.30861264,22655.668,7899.7725,21667.086,16090.344,16807.383,10504.203,18766.506,14770.4,10591.593,144.93535,2688.5684,805.1348,0.20593014,-0.6778389,-0.7352104,-0.82708055,0.56208336,1.0,22.0,35.0
3.1184194,0.34445,20391.596,8433.415,21152.64,16930.537,14959.722,10701.588,18037.654,16019.6045,11874.695,147.42867,2582.3552,833.5414,0.2063363,-0.67869395,-0.73442125,-0.8110638,0.58495766,1.0,23.0,34.0
3.1206312,0.34579134,18287.234,7688.2256,19982.885,16427.416,13321.648,9446.664,17444.844,16007.197,11397.86,149.16814,2509.7783,857.3794,0.20674248,-0.679548,-0.733631,-0.79441464,0.60737586,1.0,24.0,33.0
3.1199298,0.32853258,16267.396,7347.917,19170.047,16288.061,11473.672,8664.045,17074.113,16169.695,11225.349,148.79002,2421.5508,887.5603,0.20714866,-0.68040115,-0.7328398,-0.777146,0.6293204,1.0,25.0,32.0
3.1073134,0.37966603,14650.459,7289.644,18362.238,16364.475,10386.508,8760.996,16008.268,17051.059,11409.54,148.99927,2314.058,893.3814,0.20755483,-0.68125343,-0.7320477,-0.7592713,0.65077424,1.0,26.0,31.0
3.103385,0.3751477,14195.223,6948.1733,17290.375,16056.98,9669.108,7417.76,16009.623,16510.74,10581.854,144.69557,2327.1519,885.55554,0.20796101,-0.6821047,-0.7312545,-0.7408046,0.67172056,1.0,27.0,30.0
3.0832329,0.41656741,12453.762,6748.896,16158.154,16714.832,8597.348,7766.6245,14539.027,16687.674,11254.346,141.88617,2326.7827,874.7328,0.20836718,-0.6829551,-0.73046035,-0.7217602,0.6921432,1.0,28.0,29.0
3.0786428,0.4442781,11436.594,6362.3975,15869.421,16715.896,7584.0776,7799.4805,13652.531,16335.304,11195.736,136.87967,2391.6055,858.90515,0.20877336,-0.6838046,-0.7296652,-0.702153,0.71202606,1.0,29.0,28.0
3.068466,0.44853514,10117.669,6093.7256,15473.12,16676.275,6586.1,7166.3906,12627.777,16195.663,11291.928,132.38513,2442.1768,857.653,0.20917954,-0.6846531,-0.7288691,-0.6819984,0.7313537,1.0,30.0,27.0
3.0648665,0.4911848,9134.73,6112.674,15016.353,16519.361,5555.982,6907.1816,11245.797,16238.125,11108.94,128.52327,2458.5366,852.2675,0.2095857,-0.68550074,-0.7280719,-0.66131186,0.75011104,1.0,31.0,26.0
3.074328,0.43510076,8663.806,4404.2617,13647.234,14165.732,4439.0977,5268.0176,10771.576,13773.826,9103.208,115.18647,2592.1614,857.0422,0.20999187,-0.6863474,-0.7272738,-0.6401097,0.76828355,1.0,32.0,25.0
3.0658076,0.45596302,7886.4644,4677.1562,13195.215,14377.137,3524.839,5814.158,9590.941,13966.203,9459.175,112.80324,2591.4067,849.5427,0.21039805,-0.68719316,-0.7264747,-0.6184084,0.7858569,1.0,33.0,24.0
3.0632563,0.4594731,6805.9106,3971.5508,12178.674,13679.998,2426.254,5302.435,8650.382,12823.398,8881.834,102.08044,2639.2373,853.4176,0.21080422,-0.688038,-0.7256746,-0.5962249,0.80281746,1.0,34.0,23.0
3.0500376,0.46800846,6082.635,3836.0942,11622.334,13242.858,1591.7207,5010.336,7833.0728,12689.082,8700.393,95.47429,2682.1729,847.80725,0.2112104,-0.6888819,-0.7248736,-0.57357645,0.81915206,1.0,35.0,22.0
3.0459092,0.522371,5330.1113,4469.9414,11774.113,13271.391,1532.5591,5829.181,6922.0674,13477.194,9166.063,96.20688,2713.1475,835.5801,0.21161658,-0.68972486,-0.72407156,-0.5504807,0.83484787,1.0,36.0,21.0
3.051717,0.50718796,4955.007,3943.851,11049.206,11525.257,979.6113,4943.884,6424.033,12172.75,7928.3784,90.58883,2777.0488,836.7486,0.21202275,-0.6905669,-0.7232685,-0.5269558,0.8498927,1.0,37.0,20.0
3.0346093,0.5659931,3301.9473,3888.7656,10441.309,11694.204,190.2098,5479.9863,4957.08,12733.908,8074.215,90.582245,2778.7754,834.2396,0.21242891,-0.691408,-0.7224645,-0.5030199,0.8642748,1.0,38.0,19.0
3.0314481,0.5430227,3786.428,4304.247,10725.592,11134.34,599.3594,6181.3384,5314.586,12788.279,7876.5186,82.818695,2830.1562,849.6673,0.21283509,-0.69224817,-0.72165954,-0.47869185,0.877983,1.0,39.0,18.0
3.0432327,0.54674685,3128.7102,3320.984,10225.891,9261.93,190.2098,4847.6646,4279.1963,11240.512,6316.921,77.90784,2941.5474,843.8234,0.21324126,-0.69308734,-0.72085357,-0.4539905,0.8910065,1.0,40.0,17.0
3.0397303,0.5307847,1874.9277,2586.6372,9396.546,8503.015,190.2098,3968.2922,3841.9941,10418.46,5698.5347,69.71471,3014.5723,850.9221,0.21364744,-0.6939256,-0.72004664,-0.42893514,0.9033353,1.0,41.0,16.0
3.0275638,0.57141477,1337.8174,2813.3818,9483.7,8626.42,190.2098,4738.3555,2886.2842,10987.378,6419.153,73.09994,3015.5781,856.2001,0.21405362,-0.694763,-0.71923876,-0.4035453,0.91495967,1.0,42.0,15.0
3.0189373,0.55242133,1484.9355,2176.2236,9176.303,7900.2227,190.2098,4172.424,3280.5227,10246.454,5894.7397,69.58749,3059.2798,870.3672,0.21445979,-0.6955994,-0.71842986,-0.3778408,0.9258706,1.0,43.0,14.0
3.0199869,0.6041891,710.81885,1819.3784,9225.314,8245.764,190.2098,4400.638,2753.5864,10198.085,6600.4307,74.55323,3100.5283,871.49396,0.21486597,-0.69643486,-0.71762,-0.35184166,0.93605953,1.0,44.0,13.0
2.999692,0.6095848,797.01074,2332.8018,9922.07,7679.3794,190.2098,5660.348,2498.224,11416.525,6881.681,76.522835,3042.3032,883.3972,0.21527214,-0.6972694,-0.7168092,-0.32556817,0.94551855,1.0,45.0,12.0
2.9989552,0.61639047,190.61163,2247.9648,9983.084,7792.1904,190.2098,5610.972,2599.7363,11000.611,7151.802,78.46177,3041.6106,907.5867,0.2156783,-0.69810295,-0.7159974,-0.2990408,0.9542403,1.0,46.0,11.0
2.995162,0.659569,194.42578,2770.2434,10749.12,7642.2803,190.2098,5523.2046,3493.8096,11499.597,7331.0444,85.53632,3046.626,916.8019,0.21608448,-0.69893557,-0.7151846,-0.27228025,0.962218,1.0,47.0,10.0
2.9998276,0.6739986,190.61163,2045.2461,11022.07,5581.033,190.2098,6255.2637,3301.5454,10947.678,7216.8164,91.12792,3050.4434,927.1935,0.21649066,-0.69976723,-0.7143709,-0.24530739,0.96944535,1.0,48.0,9.0
3.0171525,0.61909705,366.56104,455.56885,10198.988,3731.189,190.2098,3874.3813,3794.9866,8339.432,4817.374,76.09952,3085.2673,925.44147,0.21689683,-0.700598,-0.71355623,-0.21814324,0.97591674,1.0,49.0,8.0
3.0187716,0.723513,190.61163,842.00244,9733.498,5021.7515,190.2098,5173.3794,2170.503,9142.707,6999.066,91.01171,2978.0596,975.84564,0.21730301,-0.70142776,-0.71274054,-0.190809,0.98162717,1.0,50.0,7.0
3.0037024,0.6921317,190.61163,1752.5557,10844.598,4825.1143,190.2098,7064.451,2855.063,10787.01,6791.7637,93.18736,2896.8867,1004.7776,0.21770918,-0.7022566,-0.7119239,-0.16332597,0.98657215,1.0,51.0,6.0
3.005289,0.70622075,2097.437,1239.5171,11318.664,3749.0312,558.7329,6932.7007,5154.765,8931.756,5462.6743,94.778244,3062.4375,1000.338,0.21811536,-0.70308447,-0.7111063,-0.13571557,0.99074787,1.0,52.0,5.0
3.039124,0.6088715,3136.9849,184.03978,11164.303,2052.1436,1295.1694,4661.836,6860.2124,6128.7275,3497.384,91.92415,3208.063,1028.8566,0.21852152,-0.7039114,-0.71028775,-0.107999355,0.99415094,1.0,53.0,4.0
3.0231862,0.6516244,190.61163,924.4971,9667.574,3765.083,190.2098,5315.9087,2914.5723,8249.3955,5338.449,98.41738,3006.1826,1034.5621,0.2189277,-0.7047374,-0.70946825,-0.08019892,0.9967789,1.0,54.0,3.0
3.002423,0.7826532,190.61163,1793.6562,10768.096,4380.801,1237.1055,7522.551,1151.2368,10810.366,7158.413,105.625435,2753.829,1073.0308,0.21933387,-0.7055624,-0.7086478,-0.052335955,0.9986295,1.0,55.0,2.0
2.90104,0.7733307,190.61163,9620.105,3699.1228,9679.373,190.2098,9381.658,190.2098,18198.07,5636.1943,146.05441,2629.2883,1052.9121,0.21974005,-0.7063865,-0.7078263,-0.024432179,0.9997015,1.0,56.0,1.0
3.0,0.060970962,584.18994,576.9922,582.3335,582.334,582.7998,584.1582,584.1582,584.1582,571.76074,20.0,3328.0,1576.866,0.22014622,-0.70720965,-0.70700395,0.0034906515,0.9999939,0.0,0.0,0.0
3.0,0.08150694,469.333,457.83008,464.0669,464.32275,465.31445,465.98438,466.9961,466.9961,454.17188,30.0,3328.0,1620.8569,0.2205524,-0.7080318,-0.7061806,0.031410757,0.99950653,0.0,0.0,0.0
3.0,0.05942601,789.99023,763.38965,775.73486,780.2422,787.22656,788.27637,789.2876,789.2876,758.7217,50.0,3328.0,1743.0693,0.22095858,-0.70885295,-0.70535624,0.059306372,0.9982398,0.0,0.0,0.0
3.0,0.0,881.5835,847.125,868.2197,868.8096,871.6709,873.44434,877.2666,878.47314,842.9321,60.0,3328.0,1793.2454,0.22136475,-0.7096732,-0.704531,0.087155744,0.9961947,0.0,0.0,0.0
3.0,0.24380302,1163.7329,1107.9355,1138.6895,1142.144,1158.7778,1160.873,1162.3511,1162.9473,1108.8062,80.0,3328.0,1853.4441,0.22177091,-0.7104925,-0.7037048,0.11493715,0.99337274,0.0,0.0,0.0
3.0,0.369847,1357.7856,1279.6069,1319.3428,1324.3276,1335.7432,1341.0791,1353.353,1355.9629,1281.4321,90.0,3328.0,1857.9907,0.22217709,-0.7113108,-0.7028776,0.14262894,0.98977625,0.0,0.0,0.0
3.0,0.38151497,1423.1729,1353.374,1398.7036,1401.7949,1417.875,1419.6729,1421.5469,1422.5127,1359.2139,100.0,3328.0,1857.9907,0.22258326,-0.71212816,-0.7020495,0.1702095,0.9854079,0.0,0.0,0.0
3.0,0.258278,1856.166,1725.5469,1817.5591,1823.272,1841.5859,1849.627,1852.3911,1853.9585,1740.5835,120.0,3328.0,438.34982,0.22298944,-0.71294457,-0.7012204,0.19765735,0.98027116,0.0,0.0,0.0
3.155406,0.27904478,20691.203,11958.396,17651.668,10217.093,20988.45,4453.5703,23887.988,6664.678,9365.322,118.56515,3413.646,705.342,0.22339562,-0.71375996,-0.7003904,0.22495106,0.97437006,1.0,1.0,12.0
3.15675,0.42208573,23413.488,15403.147,22193.758,16547.14,22904.816,10822.365,25034.775,13065.756,15328.135,192.0459,3265.063,684.522,0.22380179,-0.71457446,-0.6995594,0.25206935,0.9677092,1.0,2.0,11.0
3.1331553,0.5325906,25229.668,18524.25,23854.234,20411.57,23896.441,15337.477,26394.34,17722.613,19549.035,203.21274,3033.058,667.8184,0.22420797,-0.71538794,-0.6987275,0.2789911,0.9602937,1.0,3.0,10.0
3.1396928,0.46603218,25126.867,18127.998,23706.102,19951.158,23098.203,15724.037,26412.809,18365.508,18957.838,207.22797,2927.558,687.62256,0.22461413,-0.7162005,-0.69789463,0.3056953,0.95212936,1.0,4.0,9.0
3.1312459,0.5343788,26257.293,19478.352,24778.559,21324.217,23841.793,17858.246,26616.332,20528.305,20250.836,207.04984,2825.354,679.2067,0.2250203,-0.717012,-0.6970608,0.33216113,0.94322264,1.0,5.0,8.0
3.1519985,0.5113714,26451.672,18575.303,24352.383,19394.482,23595.719,17224.549,25794.635,20018.797,17879.715,209.59245,2709.817,727.00665,0.22542648,-0.71782255,-0.69622606,0.35836795,0.9335804,1.0,6.0,7.0
3.1613648,0.44040364,27798.832,18287.693,24611.504,17891.469,24014.828,16720.223,25960.842,19007.27,17162.889,210.83012,2727.2542,742.25525,0.22583266,-0.71863216,-0.6953904,0.3842953,0.9232102,1.0,7.0,6.0
3.1522188,0.41404578,27658.926,17762.754,24136.258,16949.082,24697.043,16543.344,25762.645,17682.104,17085.523,194.79352,2759.7659,731.58966,0.22623883,-0.7194408,-0.69455373,0.40992305,0.9121201,1.0,8.0,5.0
3.150854,0.3296435,27427.488,16426.59,23474.621,14693.07,24493.965,14859.668,24966.076,15270.402,15870.969,176.65866,2795.0396,723.4382,0.22664501,-0.72024846,-0.69371617,0.4352311,0.90031874,1.0,9.0,4.0
3.1388128,0.2800612,24268.633,13922.889,19959.633,11637.956,21332.527,11752.958,21785.172,12468.256,14004.414,153.38705,2838.7812,720.3187,0.22705118,-0.72105515,-0.69287765,0.46019977,0.88781536,1.0,10.0,3.0
3.1357813,0.19677809,22133.238,10228.254,16952.98,8515.919,19373.506,7854.0825,20076.902,8174.901,11419.826,119.18494,2895.7153,709.91376,0.22745734,-0.7218609,-0.6920382,0.4848096,0.8746197,1.0,11.0,2.0
3.1059358,0.12242523,15679.965,8027.547,11755.852,6226.4185,13209.131,4222.59,15040.74,6472.0166,7931.0073,77.358604,3056.0989,643.17413,0.22786352,-0.7226656,-0.6911978,0.5090414,0.86074203,1.0,12.0,1.0
3.0,0.07535297,383.69287,370.47803,374.60596,374.60498,378.458,378.51074,378.51123,378.51025,368.58008,20.0,3072.0,578.859,0.2282697,-0.7234694,-0.6903565,0.53287625,0.8461932,0.0,0.0,0.0
3.0,0.06502804,485.96777,469.39697,477.0005,477.81738,483.16016,483.65332,485.35205,485.35303,467.80225,30.0,3072.0,622.7763,0.22867587,-0.72427213,-0.6895142,0.55629563,0.8309845,0.0,0.0,0.0
3.0,0.051577926,817.00195,781.397,796.98584,798.10156,813.1992,814.2578,815.58105,815.58057,782.0244,50.0,3072.0,745.00507,0.22908205,-0.72507393,-0.688671,0.57928115,0.8151278,0.0,0.0,0.0
3.0,0.051577926,953.9033,930.8789,938.19336,939.3325,946.6255,947.77246,950.0371,951.23926,926.68506,60.0,3072.0,795.05,0.22948822,-0.7258748,-0.6878269,0.60181504,0.7986355,0.0,0.0,0.0
3.0,0.32753098,1180.8062,1126.5239,1153.7461,1155.0767,1165.0791,1166.9468,1176.9111,1178.8491,1124.4648,70.0,3072.0,843.4729,0.2298944,-0.7266746,-0.68698186,0.6238796,0.7815205,0.0,0.0,0.0
3.0,0.246741,1975.7139,1945.7456,1953.4346,1954.29,1969.9751,1973.7603,1974.7812,1974.8682,1934.019,90.0,3072.0,859.1647,0.23030058,-0.72747344,-0.6861358,0.6454577,0.76379603,0.0,0.0,0.0
3.0,0.24909401,1576.6499,1509.0322,1550.7583,1555.8608,1571.4976,1572.919,1575.1968,1575.5698,1515.0581,100.0,3072.0,859.1647,0.23070674,-0.7282713,-0.6852889,0.66653246,0.745476,0.0,0.0,0.0
3.0,0.446922,2574.916,2464.9062,2543.2085,2549.8843,2557.1816,2562.8223,2567.212,2570.276,2472.394,120.0,3072.0,440.74597,0.23111291,-0.72906816,-0.6844411,0.68708754,0.72657466,0.0,0.0,0.0
3.0,0.446922,2767.3066,2657.4434,2721.995,2730.309,2752.6357,2757.0093,2766.9404,2767.083,2656.816,130.0,3072.0,446.45578,0.23151909,-0.72986406,-0.6835923,0.70710677,0.70710677,0.0,0.0,0.0
3.0,0.438293,4807.337,4726.284,4772.883,4774.249,4788.225,4792.457,4797.212,4797.6504,4699.816,140.0,3072.0,451.50616,0.23192526,-0.73065895,-0.6827426,0.72657466,0.68708754,0.0,0.0,0.0
3.0,0.478655,2974.4233,2875.9531,2916.5793,2927.99,2958.445,2966.102,2971.5417,2973.223,2868.769,150.0,3072.0,460.21426,0.23233144,-0.7314529,-0.681892,0.745476,0.66653246,0.0,0.0,0.0
3.0,0.478655,3156.6785,3087.589,3105.055,3109.8337,3131.9138,3136.2297,3145.225,3153.069,3047.133,160.0,3072.0,467.8164,0.23273762,-0.7322458,-0.68104047,0.76379603,0.6454577,0.0,0.0,0.0
3.0,0.638276,6573.916,6477.556,6530.265,6543.477,6552.175,6559.187,6568.608,6572.831,6467.314,170.0,3072.0,511.5945,0.23314379,-0.7330377,-0.68018794,0.7815205,0.6238796,0.0,0.0,0.0
3.0,0.561697,3374.068,3248.4626,3306.2605,3313.6008,3337.2288,3354.9792,3363.161,3372.897,3242.013,190.0,3072.0,534.229,0.23354995,-0.73382866,-0.6793346,0.7986355,0.60181504,0.0,0.0,0.0
3.1282742,0.28651106,18289.73,7607.301,14865.442,7821.6343,14808.865,5068.6387,20837.332,6999.097,7415.293,161.03545,3418.6714,707.05273,0.23395613,-0.7346186,-0.67848027,0.8151278,0.57928115,1.0,1.0,2.0
3.1155653,0.3360471,21314.361,9918.006,16317.045,9298.223,16800.934,5958.706,22864.627,7828.216,9315.357,175.36383,3456.3105,721.74347,0.2343623,-0.7354076,-0.67762506,0.8309845,0.55629563,1.0,2.0,1.0
3.0,0.513835,12094.411,11936.638,12011.888,12013.971,12067.461,12080.519,12086.864,12088.103,11919.783,210.0,3072.0,551.17413,0.23476848,-0.7361955,-0.6767689,0.8461932,0.53287625,0.0,0.0,0.0
3.0,0.621163,10455.744,10319.504,10404.195,10407.2,10429.767,10442.197,10447.299,10447.828,10320.792,220.0,3072.0,563.5031,0.23517466,-0.73698246,-0.67591184,0.86074203,0.5090414,0.0,0.0,0.0
3.1128597,0.25986433,18400.566,7678.741,14277.197,8181.426,14024.975,5043.4136,20566.459,7316.0664,8061.1694,175.4372,3428.8025,702.0285,0.23558083,-0.7377685,-0.6750539,0.8746197,0.4848096,1.0,1.0,1.0
3.0,0.725903,11931.802,11772.758,11835.85,11856.099,11899.869,11916.528,11921.555,11923.423,11767.247,230.0,3072.0,575.8403,0.23598701,-0.7385534,-0.674195,0.88781536,0.46019977,0.0,0.0,0.0
3.0,0.632477,11379.17,11236.985,11306.543,11326.547,11356.459,11374.184,11376.345,11377.6,11226.455,240.0,3072.0,587.3295,0.23639318,-0.7393374,-0.6733352,0.90031874,0.4352311,0.0,0.0,0.0
3.0,0.632477,11840.465,11646.416,11751.781,11769.66,11806.727,11823.619,11833.86,11835.489,11652.014,250.0,3072.0,600.9324,0.23679934,-0.74012035,-0.67247444,0.9121201,0.40992305,0.0,0.0,0.0
3.1064682,0.35233212,19729.557,8911.731,15561.465,9213.762,15332.641,6259.999,21866.172,8581.683,9189.767,199.32494,3413.583,750.78143,0.23720552,-0.7409023,-0.67161286,0.9232102,0.3842953,1.0,1.0,1.0
3.0,0.781189,13147.244,12924.8,13045.176,13074.813,13102.915,13116.017,13135.076,13137.002,12920.176,260.0,3072.0,612.6428,0.2376117,-0.74168324,-0.6707503,0.9335804,0.35836795,0.0,0.0,0.0
3.0,0.792771,11278.661,11036.225,11169.562,11207.825,11249.016,11265.146,11272.881,11276.116,11043.775,270.0,3072.0,626.92145,0.23801787,-0.7424632,-0.6698869,0.94322264,0.33216113,0.0,0.0,0.0
3.0,1.013085,12434.514,12224.673,12343.091,12370.806,12394.461,12415.548,12430.018,12432.668,12229.363,280.0,3072.0,640.5079,0.23842405,-0.74324214,-0.6690225,0.95212936,0.3056953,0.0,0.0,0.0
3.1030827,0.44514534,20689.547,9900.197,16295.576,9929.484,16057.915,7232.085,22803.102,9243.714,9788.2705,224.66185,3400.9285,779.892,0.23883022,-0.7440201,-0.6681573,0.9602937,0.2789911,1.0,1.0,1.0
3.0,0.972468,14984.143,14785.229,14888.275,14901.696,14950.352,14971.301,14981.515,14983.051,14787.852,290.0,3072.0,656.19147,0.2392364,-0.744797,-0.6672911,0.9677092,0.25206935,0.0,0.0,0.0
3.110746,0.5005447,22504.465,11713.926,17930.512,11673.123,17961.246,9104.199,24900.352,10720.783,11617.174,232.90639,3450.8728,782.24304,0.23964256,-0.7455729,-0.66642404,0.97437006,0.22495106,1.0,1.0,1.0
3.0,1.0424161,15615.588,15391.475,15511.595,15531.463,15582.78,15584.793,15601.381,15606.178,15375.246,300.0,3072.0,670.3145,0.24004874,-0.74634784,-0.6655561,0.98027116,0.19765735,0.0,0.0,0.0
3.0,1.100917,18051.195,17809.414,17969.219,17976.604,18022.363,18024.72,18027.94,18028.95,17819.154,310.0,3072.0,685.9448,0.24045491,-0.74712175,-0.6646872,0.9854079,0.1702095,0.0,0.0,0.0
3.1180732,0.40979657,24351.867,12860.714,19031.871,12607.788,19104.184,10215.994,26502.248,11664.178,12400.991,245.6442,3395.441,822.23615,0.24086109,-0.74789464,-0.66381747,0.98977625,0.14262894,1.0,1.0,1.0
3.0,0.96070796,19177.227,18951.805,19060.922,19095.395,19147.31,19165.914,19169.166,19170.271,18948.645,320.0,3072.0,703.4921,0.24126726,-0.7486665,-0.66294676,0.99337274,0.11493715,0.0,0.0,0.0
3.1153173,0.4732309,25602.152,13851.374,20277.18,13818.774,20521.043,11339.775,28018.604,12509.914,13290.834,251.83795,3460.7656,827.4069,0.24167344,-0.7494374,-0.6620752,0.9961947,0.087155744,1.0,1.0,1.0
3.0,1.1412091,20758.215,20506.977,20618.97,20643.102,20706.29,20729.607,20739.717,20742.46,20508.678,330.0,3072.0,720.10956,0.24207962,-0.75020725,-0.6612028,0.9982398,0.059306376,0.0,0.0,0.0
3.1279001,0.40190476,26068.25,14032.523,20294.541,13873.67,20681.266,10861.794,28834.69,12380.221,13081.649,245.80576,3455.5393,847.6305,0.24248578,-0.7509761,-0.6603294,0.99950653,0.031410757,1.0,1.0,1.0
3.0,0.892972,24136.145,23819.36,24014.328,24036.95,24057.633,24121.395,24130.4,24133.285,23805.643,340.0,3072.0,737.12024,0.24289195,-0.7517439,-0.6594552,0.9999939,0.0034906517,0.0,0.0,0.0
3.138432,0.31551507,28214.047,15026.044,21476.156,14699.057,22612.438,11782.074,31206.625,12985.766,14165.299,246.95758,3516.7114,862.92377,0.24329813,-0.7525107,-0.65858,0.9997015,-0.024432179,1.0,1.0,1.0
3.0,0.893604,24625.121,24333.898,24435.633,24470.611,24563.992,24600.133,24617.518,24619.465,24325.656,350.0,3072.0,755.3761,0.2437043,-0.75327647,-0.657704,0.9986295,-0.052335955,0.0,0.0,0.0
3.1508477,0.4050136,29248.227,17885.715,24561.469,17108.084,25236.656,15462.926,33531.21,16080.769,17341.07,254.3938,3448.2002,853.72217,0.24411048,-0.75404125,-0.6568271,0.9967789,-0.08019892,1.0,1.0,2.0
3.154387,0.40143055,31739.016,18083.967,24078.863,17086.861,25167.445,14506.978,33895.234,15040.87,16494.867,261.52698,3549.459,892.4598,0.24451666,-0.75480497,-0.65594923,0.99415094,-0.107999355,1.0,2.0,1.0
3.0,1.031571,27395.219,27067.191,27231.86,27259.422,27319.957,27360.857,27377.076,27384.719,27082.32,360.0,3072.0,775.61444,0.24492283,-0.7555677,-0.65507054,0.99074787,-0.13571557,0.0,0.0,0.0
3.1481204,0.31396094,30160.02,16510.328,22906.197,16444.008,24179.297,13055.497,33653.816,14031.778,15254.967,254.26706,3546.212,889.7648,0.24532901,-0.7563294,-0.65419096,0.98657215,-0.16332597,1.0,1.0,1.0
3.0,1.116355,30003.441,29734.055,29849.703,29862.803,29975.387,29993.658,29999.637,30000.746,29743.424,370.0,3072.0,795.0377,0.24573517,-0.7570901,-0.6533105,0.98162717,-0.190809,0.0,0.0,0.0
3.161656,0.38456678,30476.73,18642.023,25750.727,18203.4,26145.879,15791.67,35171.16,16590.502,17853.678,263.28815,3444.8384,888.2085,0.24614134,-0.75784975,-0.65242916,0.97591674,-0.21814324,1.0,1.0,2.0
3.162244,0.37835056,33595.426,19400.918,25293.855,18354.502,26640.629,15120.661,36788.223,16097.417,17354.637,258.32422,3640.3496,922.07153,0.24654752,-0.75860834,-0.6515469,0.96944535,-0.24530739,1.0,2.0,1.0
3.0,0.919632,31376.426,31064.043,31218.223,31246.152,31325.945,31345.566,31369.51,31375.418,31069.19,380.0,3072.0,814.4773,0.2469537,-0.759366,-0.6506638,0.962218,-0.27228025,0.0,0.0,0.0
3.1935084,0.39797926,34457.8,24278.29,31704.867,23308.83,32239.89,18675.71,40887.273,21003.227,22678.695,249.85257,3234.7168,941.07837,0.24735987,-0.76012254,-0.6497798,0.9542403,-0.2990408,1.0,1.0,7.0
3.164483,0.57472724,34535.098,28506.273,34300.98,29761.227,31425.812,25636.477,39609.25,29467.465,29725.734,296.83032,3023.5728,901.89636,0.24776605,-0.7608781,-0.6488949,0.94551855,-0.32556814,1.0,2.0,6.0
3.160432,0.55950636,35780.7,27362.227,32748.531,28387.049,31837.43,24643.332,38732.848,27653.207,27540.318,283.5031,3033.1152,890.8394,0.24817222,-0.76163256,-0.6480091,0.93605953,-0.35184166,1.0,3.0,5.0
3.1740263,0.61044824,39602.258,28828.781,34359.363,28611.324,34295.066,26172.508,40163.773,28184.09,27436.557,293.4654,2991.8296,894.1352,0.24857838,-0.762386,-0.6471225,0.9258706,-0.3778408,1.0,4.0,4.0
3.1604893,0.58358765,40661.555,29476.43,34960.35,27768.947,35566.707,26462.941,39674.094,28053.54,27405.062,301.4104,2935.1775,897.27203,0.24898456,-0.7631385,-0.646235,0.91495967,-0.4035453,1.0,5.0,3.0
3.155533,0.5738457,40597.836,28557.828,34203.293,25846.162,35260.68,25961.213,38462.027,25784.79,26244.629,301.48032,2953.3945,911.51794,0.24939074,-0.7638899,-0.6453466,0.9033353,-0.42893514,1.0,6.0,2.0
3.1519036,0.4443146,39717.41,26014.668,29964.992,21629.215,33012.137,20233.047,38879.586,20127.59,22271.418,278.47736,3316.137,937.8344,0.24979691,-0.7646403,-0.64445734,0.8910065,-0.4539905,1.0,7.0,1.0
3.0,1.26283,37346.6,37045.887,37177.51,37239.28,37302.52,37324.973,37339.277,37344.074,37015.938,410.00003,3072.0,882.14734,0.25020307,-0.7653896,-0.6435672,0.877983,-0.47869185,0.0,0.0,0.0
3.1886985,0.26716146,33887.727,20643.81,28469.945,20309.639,30201.645,16547.176,40265.89,17383.637,19709.326,242.0271,3422.3853,974.4677,0.25060925,-0.7661379,-0.6426762,0.8642748,-0.5030199,1.0,1.0,3.0
3.168802,0.41939038,36038.297,24706.59,31265.203,24573.025,30697.992,21755.062,39471.863,22115.098,23890.225,285.35925,3388.8325,958.753,0.25101542,-0.7668852,-0.6417843,0.8498927,-0.5269558,1.0,2.0,2.0
3.1902328,0.2495969,40080.176,23148.73,29432.723,22061.453,32065.367,17578.69,43202.63,17826.465,20733.348,256.7814,3671.6658,1010.97705,0.2514216,-0.7676314,-0.64089155,0.83484787,-0.5504807,1.0,3.0,1.0
3.0,0.975304,41692.973,41344.42,41537.055,41572.934,41650.477,41666.59,41678.383,41680.777,41367.25,420.0,3072.0,902.29553,0.25182778,-0.7683766,-0.63999796,0.81915206,-0.57357645,0.0,0.0,0.0
3.184596,0.25645724,33746.816,20522.645,28143.805,20235.41,29578.492,16919.86,39792.996,17918.807,19509.555,256.8013,3491.8308,995.0742,0.25223395,-0.76912075,-0.6391035,0.80281746,-0.5962249,1.0,1.0,2.0
3.177681,0.26409966,37069.363,22224.535,27754.473,22218.41,29381.59,16537.002,41918.586,18080.059,19787.762,262.58807,3642.7107,1014.9573,0.25264013,-0.7698639,-0.63820815,0.7858569,-0.6184084,1.0,2.0,1.0
3.0,1.2301381,43672.56,43345.12,43497.805,43535.035,43591.926,43620.25,43641.496,43647.266,43335.52,430.0,3072.0,926.3227,0.2530463,-0.7706059,-0.63731194,0.76828355,-0.6401097,0.0,0.0,0.0
3.2339923,0.296005,36928.367,26064.348,34459.66,24926.178,34500.055,19806.115,45814.863,22689.469,24351.994,254.75212,3272.063,1030.7936,0.25345248,-0.771347,-0.6364148,0.75011104,-0.66131186,1.0,1.0,6.0
